,city,Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Single_Bed,Double_bed,Room_type,price,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
1220,Birmingham,Malmaison Birmingham,yes,"Wharfside Street, Birmingham, B1 1RD, United Kingdom",3915,8.2,4,Very good,no,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room,9053,Full English/Irish, Vegetarian,no
1221,Birmingham,"Holiday Inn Birmingham M6, Jct7, an IHG Hotel",yes,"Chapel Lane, Birmingham, B43 7BG, United Kingdom",2073,7.3,3,Good,yes,yes,no,yes,yes,no,single bed,double bed,Double Room - Disability Access,8315,Continental, Full English/Irish, Vegetarian
1222,Birmingham,Vicarage Lodge Birmingham,yes,"4 Vicarage Road, Hockley, Birmingham, B18 5NG, United Kingdom",736,5.6,3,Passable,no,yes,no,no,no,no,single bed,double bed,Double Room with Shared Bathroom,3458,no,no,no
1223,Birmingham,Lana house,no,"102 Bacchus Road, Birmingham, B18 4QP, United Kingdom",13,7.7,3,Good,no,yes,no,no,yes,no,,double bed,Double Room with Shared Bathroom,5676,no,no,no
1224,Birmingham,The Station Inn,yes,"193 Station Road Stechford, Birmingham, B33 8BB, United Kingdom",1752,6.5,3,Pleasant,yes,yes,no,yes,yes,no,single bed,double bed,Family Room,4069,no,no,no
1225,Birmingham,City View Apartments,yes,"Hurst Street , Gay Village Birmingham, Birmingham, B5 4TD, United Kingdom",942,8.0,4,Very good,yes,no,no,no,yes,yes,single bed,double bed,Deluxe Double Studio,8854,no,no,no
1226,Birmingham,Naps Inn,yes,"307 Walsall Road, Birmingham, B42 1UH, United Kingdom",373,8.5,3,Very good,no,yes,no,yes,yes,yes,single bed,double bed,Standard Apartment,6866,no,no,no
1227,Birmingham,Homestay BedSpace,yes,"7 Spencer Street Princess House, Birmingham, B18 6DD, United Kingdom",72,8.3,3,Very good,no,yes,no,yes,yes,no,single bed,double bed,Double Room,7247,no,no,no
1228,Birmingham,"Pristine 1 and 2 bedroom apartments near business district, walking distance to city centre, free internet & complimentary parking by Sojo Stay",yes,"50-60 Northwood Street, Birmingham, B3 1TT, United Kingdom",51,9.1,3,Superb,no,yes,no,no,yes,no,,double bed,One-Bedroom Apartment,12206,no,no,no
1229,Birmingham,The Saltley Inn,yes,"37 Washwood Heath Road 37, Birmingham, B8 1RS, United Kingdom",1038,6.4,3,Pleasant,yes,no,no,yes,yes,no,single bed,double bed,Family Room,4069,no,no,no
1230,Birmingham,3 Floor Townhouse Luxury Living Alara Boutique,yes,"Unit 3 Tenby Street, Birmingham, Birmingham, B1 3EE, United Kingdom",20,9.2,3,Superb,no,yes,no,no,no,no,single bed,double bed,Two-Bedroom Apartment,15380,no,no,no
1231,Birmingham,"2 Bed Apartment, Free Parking In Birmingham!",yes,"158 Reservoir Road, Birmingham, B23 6DN, United Kingdom",6,8.2,2,Very good,no,no,no,no,no,no,,double bed,One-Bedroom Apartment,8972,no,no,no
1232,Birmingham,The Cube Hotel Birmingham,yes,"The Cube, 200 Wharfside Street, Birmingham, B1 1PR, United Kingdom",2778,7.5,4,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room,9979,Continental, Full English/Irish,no
1233,Birmingham,The Spires Serviced Apartments Birmingham,yes,"Commercial Street, Birmingham, B1 1RH, United Kingdom",407,8.1,4,Very good,yes,yes,no,no,yes,yes,,double bed,One-Bedroom Suite,8188,Continental,no,no
1234,Birmingham,Double Room with its own bathroom in a shared 2 bedroom flat for rent in bham,yes,"Hooper Street, Birmingham, B18 7QL, United Kingdom",4,9.0,3,Superb,no,yes,no,no,yes,no,,double bed,Double Room,6408,no,no,no
1235,Birmingham,The High Field Town House,yes,"23 Highfield Road, Edgbaston, Birmingham, B15 3DP, United Kingdom",730,9.0,3,Superb,yes,yes,no,yes,yes,no,,double bed,King Room,9338,Full English/Irish, Vegetarian, Vegan
1236,Birmingham,Absolute Stays on Essex - Chinatown - Hippodrome - Alexandra Theatre - Bull Ring - The Rep - B'Ham Intl Airport - Free WiFi - Free Parking - Contractors - Corporates,yes,"Essex Street, Gay Village Birmingham, Birmingham, United Kingdom",47,8.4,3,Very good,no,no,no,yes,yes,yes,single bed,double bed,Two-Bedroom Apartment,12359,no,no,no
1237,Birmingham,Ensuite Rooms Birmingham Underwood Close,yes,"24 Underwood Close, Edgbaston, Birmingham, B15 2SX, United Kingdom",21,7.6,3,Good,no,no,no,no,yes,no,,double bed,Double Room with Private Bathroom,5950,no,no,no
1238,Birmingham,Central Arcadian One Bedroom - Sofa Bed - Balcony - City Centre,yes,"Hurst Street, 2, Arcadian, Birmingham, B5 4TD, United Kingdom",8,7.0,4,Good,no,yes,no,no,no,yes,,double bed,Apartment with Balcony,7446,no,no,no
1239,Birmingham,Edgbaston House,yes,"16 Highfield Road, Edgbaston, Birmingham, B15 3DU, United Kingdom",570,8.6,3,Fabulous,no,yes,no,no,yes,no,,double bed,Deluxe King Suite,13223,no,no,no
1240,Birmingham,Johal Mini Hotel Birmingham City - FREE BREAKFAST,yes,"211 Harborne Lane, Birmingham, B29 6SS, United Kingdom",0,0.0,4,,no,no,no,no,no,no,,double bed,Double Room,5767,no,no,no
1241,Birmingham,Shanahans B&B with Sports Bar,yes,"127-129 Rocky Lane, Aston, Birmingham, B7 5EP, United Kingdom",417,7.2,3,Good,no,yes,no,yes,yes,no,single bed,double bed,Standard Double Room with Shared Bathroom,4577,no,no,no
1242,Birmingham,Augusta House,yes,"27 Augusta Road, Birmingham, B13 8AE, United Kingdom",8,9.8,3,Exceptional,yes,yes,no,no,yes,no,,double bed,One-Bedroom Apartment,8239,no,no,no
1243,Birmingham,Royal George Hotel,yes,"325 Garrison Lane, Birmingham, B9 4PN, United Kingdom",1309,6.1,3,Pleasant,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,4476,Full English/Irish,no,no
1244,Birmingham,Beautiful 1 bed apartment,yes,"305 Lichfield Road, Birmingham, B6 7ST, United Kingdom",51,7.4,3,Good,yes,no,no,no,yes,no,single bed,double bed,One-Bedroom Apartment,6784,no,no,no
1245,Birmingham,The Rollason Hotel,yes,"130 Wood End Road, Birmingham, B24 8BJ, United Kingdom",1536,5.9,4,Passable,yes,yes,no,yes,yes,no,single bed,double bed,Economy Double or Twin Room,5218,Continental,no,no
1246,Birmingham,Hotel du Vin Birmingham,yes,"Church Street, Birmingham, B3 2NR, United Kingdom",1755,8.2,3,Very good,yes,yes,no,yes,yes,yes,,double bed,Classic Room,11087,Full English/Irish, Vegetarian,no
1247,Birmingham,Stylish 2 Bed/Bath Apartment,yes,"Brindley Place, Birmingham, B1 2JB, United Kingdom",6,9.8,4,Exceptional,yes,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,14647,no,no,no
1248,Birmingham,Staying Cool At Rotunda,yes,"New Street, Birmingham, B2 4PA, United Kingdom",1240,8.6,3,Fabulous,yes,yes,no,no,yes,yes,,double bed,Studio Apartment,15156,no,no,no
1249,Birmingham,Quality City Birmingham - Florence Street,yes,"5 Florence Street, Birmingham, B1 1NX, United Kingdom",10,8.8,3,Fabulous,yes,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,11672,no,no,no
1250,Birmingham,easyHotel Birmingham,yes,"81 John Bright Street, Birmingham, B1 1BL, United Kingdom",4623,7.3,3,Good,no,yes,no,no,yes,yes,single bed,double bed,Double Room - No Window,6204,no,no,no
1251,Birmingham,Premium ArcadianPlus Two Bedroom Apart - En Suite - Balcony - Brand New,yes,"70 Hurst Street, 6, Arcadian C, Birmingham, B5 4TD, United Kingdom",18,7.6,3,Good,no,yes,no,no,no,yes,single bed,double bed,Deluxe Apartment,13061,no,no,no
1252,Birmingham,Luxury 2 Bed Penthouse - 4K Projector - Snug Room - En Suite,no,"Princip Street, 1, 36-38, Birmingham, B4 6LE, United Kingdom",2,4.5,4,Disappointing,no,yes,no,no,yes,no,,double bed,Penthouse Apartment,10619,no,no,no
1253,Birmingham,THE PORT House,yes,"348 Portland Road, Birmingham, B17 8LT, United Kingdom",11,7.3,4,Good,no,yes,no,no,yes,no,,double bed,Budget Double Room,3560,no,no,no
1254,Birmingham,Ababeel Hotel,yes,"1069 Warwick Road, Birmingham, B27 6QT, United Kingdom",275,7.6,3,Good,yes,yes,no,no,yes,no,single bed,double bed,Budget Double Room,9053,no,no,no
1255,Birmingham,"Modern 2 Bedroom Apartment in Birmingham City Centre - Perfect for Family, Business and Leisure Stays",yes,"12 Communication Row, Birmingham, B15 1DY, United Kingdom",30,8.5,4,Very good,no,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,6088,no,no,no
1256,Birmingham,In the Heart of Birmingham Luxury 3 bedroom 2 bed Apartment,yes,"171A Hagley Road, Edgbaston, Birmingham, B16 8UQ, United Kingdom",2,4.5,4,Disappointing,no,no,no,no,yes,no,,double bed,Two-Bedroom Apartment,6926,no,no,no
1257,Birmingham,"SHM Stays Great for long term stays & Short Stays, 15 min drive to City Centre & Airport 2 min walk to Shops and Train Station",yes,"48 Station Road, Birmingham, B27 6DN, United Kingdom",105,7.6,4,Good,yes,yes,no,no,yes,no,single bed,double bed,Small Double Room,5127,no,no,no
1258,Birmingham,Birmingham City Centre apartment Brindley Place ICC Utilita Arena,yes,"2 Townsend Way 403, Birmingham, B1 2RT, United Kingdom",9,9.3,3,Superb,yes,yes,no,no,yes,no,,double bed,Two-Bedroom Apartment,12359,no,no,no
1259,Birmingham,JR Property,yes,"30 Gee Street, Birmingham, B19 2YR, United Kingdom",13,8.6,3,Fabulous,yes,yes,no,no,yes,no,single bed,double bed,Standard Twin Room,4882,no,no,no
1260,Birmingham,I bed apartment,yes,"305 Lichfield Road, Birmingham, B6 7ST, United Kingdom",21,6.8,4,Pleasant,no,no,no,no,yes,no,single bed,double bed,One-Bedroom Apartment,7415,no,no,no
1261,Birmingham,Kunda House Moseley Apartments,yes,"65 Church Road, Birmingham, B13 9EB, United Kingdom",161,6.9,3,Pleasant,no,yes,no,no,yes,no,,double bed,Deluxe Apartment,5608,no,no,no
1262,Birmingham,The Wellington Hotel Birmingham - Breakfast Included City Centre Near O2 Academy,yes,"72 Bristol Street, Gay Village Birmingham, Birmingham, B5 7AH, United Kingdom",959,7.5,3,Good,no,yes,no,yes,yes,no,single bed,double bed,Standard Double Room,4577,Continental,no,no
1263,Birmingham,OYO Adnans Hotel,yes,"11 Coventry Road, Birmingham, B26 3QS, United Kingdom",98,6.4,4,Pleasant,no,yes,no,no,yes,no,single bed,double bed,Standard Double Room,5081,no,no,no
1264,Birmingham,Woodlands Hotel,yes,"379-381 Hagley road, Birmingham, B17 8DL, United Kingdom",528,8.2,3,Very good,yes,yes,no,yes,yes,no,single bed,double bed,Double Room,9765,Continental, Full English/Irish, Vegetarian
1265,Birmingham,"Luxury 4 Bed House with En-suite, Games room, BBQ, On-site parking",yes,"23 Stratford House Road, Birmingham, B5 7EZ, United Kingdom",7,9.0,3,Superb,no,no,no,yes,yes,no,single bed,double bed,Four-Bedroom House,20140,no,no,no
1266,Birmingham,A Home Away From Home,yes,"1 Hooper Street, Birmingham, B18 7AN, United Kingdom",7,8.6,3,Fabulous,no,no,no,no,yes,yes,,double bed,Double Room with Private Bathroom,9155,no,no,no
1267,Birmingham,Beautiful flat with free parking,yes,"b13 8eb, Birmingham, B13 8EB, United Kingdom",7,8.1,3,Very good,yes,yes,no,no,yes,no,,double bed,One-Bedroom Apartment,7049,no,no,no
1268,Birmingham,Saint Pauls House,yes,"Saint Pauls Square,, Birmingham, B3 1QU, United Kingdom",1479,8.1,3,Very good,yes,yes,no,yes,yes,no,,double bed,Standard Double Room,8137,no,no,no
1269,Birmingham,Silver Forge - Luxury 2 Bed - 2x En Suite - Siena Suite - Brand New!,no,"Princip Street, 1, 36-38, Birmingham, B4 6LE, United Kingdom",10,8.8,4,Fabulous,no,yes,no,no,no,no,,double bed,Superior Apartment,9765,no,no,no
1270,Birmingham,Toby Carvery Birmingham by Innkeeper's Collection,yes,"Quinton Toby Carvery, 563 Hagley Road West, Birmingham, B32 1HP, United Kingdom",2023,8.2,4,Very good,yes,yes,no,yes,yes,no,single bed,double bed,Double or Twin Room,7324,Full English/Irish,no,no
1271,Birmingham,Spacious 2 Bedroom Apartment at The PostBox,yes,"Upper Marshall Street, Birmingham, B1 1LA, United Kingdom",7,9.4,4,Superb,yes,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,18258,no,no,no
1272,Birmingham,K Suites - Madeley Road,yes,"5 Madeley Road, Birmingham, B11 1UY, United Kingdom",3,7.3,4,Good,no,yes,no,no,yes,no,single bed,double bed,Three-Bedroom House,15380,no,no,no
1273,Birmingham,VIKKY LODGE,yes,"6 Augusta Road East, Birmingham, B13 8AJ, United Kingdom",0,0.0,3,,no,no,no,no,yes,no,,double bed,Double Room with Shared Bathroom,4882,no,no,no
1274,Birmingham,Mica Point City Centre Apartment,yes,"22 Irving Street, Birmingham, B1 1DH, United Kingdom",687,8.4,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Two-Bedroom Apartment,9663,no,no,no
1275,Birmingham,Old Farm Hotel,yes,"108 Linden Road, Bournville, Birmingham, B30 1LA, United Kingdom",559,8.3,3,Very good,no,yes,no,yes,no,no,single bed,double bed,Standard Double Room,11189,no,no,no
1276,Birmingham,Spacious Flat at City Center,yes,"Irving Street, Birmingham, B1 1DB, United Kingdom",6,8.2,3,Very good,yes,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,11901,no,no,no
1277,Birmingham,Birmingham City - Central - NEC - Airport - 3 Bed Town House - Sleeps upto 8 - with upto 40 percent off Monthly Stays - Serviced Accommodation - Great Value for Long Term Stay,yes,"42 Netherhall Avenue, Birmingham, B43 7EU, United Kingdom",3,8.7,3,Fabulous,yes,yes,no,no,yes,no,single bed,double bed,Three-Bedroom Townhouse,21986,no,no,no
1278,Birmingham,Modern 2 Bedroom Loft Apartment near NEC / Birmingham Airport/ City Centre,yes,"Flat 1248 Coventry Road, Birmingham, B25 8BJ, United Kingdom",5,8.0,5,Very good,no,no,no,no,yes,no,single bed,double bed,Two-Bedroom Apartment,24412,no,no,no
1279,Birmingham,Apartment In Birmingham City Centre,yes,"5 New Market Street Apartment 7, Birmingham, B3 2NH, United Kingdom",1,2.0,4,Very poor,yes,yes,no,no,yes,yes,single bed,double bed,Two-Bedroom Apartment,12562,no,no,no
1280,Birmingham,Cosy 2 bedroom apartment in Birmingham,yes,"182 Maryland Avenue, Birmingham, B34 6EA, United Kingdom",29,8.1,4,Very good,no,yes,no,no,yes,no,,double bed,Two-Bedroom Apartment,11024,no,no,no
1281,Birmingham,The Kingstanding Inn,yes,"74 Warren Farm Road, Birmingham, B44 0QN, United Kingdom",793,6.1,3,Pleasant,yes,yes,no,yes,yes,no,single bed,double bed,Double Room,5594,Full English/Irish,no,no
1282,Birmingham,The Avenue Club and Lodge,yes,"The Avenue, Weoley Avenue, Selly Oak, Birmingham, B29 6PS, United Kingdom",969,6.7,3,Pleasant,yes,yes,no,yes,yes,no,single bed,double bed,Standard Double Room,6042,Full English/Irish,no,no
1283,Birmingham,"Dusk House; Luxe/Modern Townhouse, B'ham JQ",yes,"9 Sloane Street, Birmingham, B1 3DP, United Kingdom",2,10.0,3,Exceptional,no,no,no,no,yes,yes,single bed,double bed,Two-Bedroom House,14190,no,no,no
1284,Birmingham,Cosy Stay In Birmingham by Villazu,yes,"8 Quayside, Birmingham, B18 5SQ, United Kingdom",38,7.4,4,Good,no,no,no,no,yes,no,single bed,double bed,One-Bedroom Apartment,11068,no,no,no
1285,Birmingham,PREMIER SUITES Birmingham,yes,"Dean House, 38 Upper Dean Street, Birmingham, B5 4SG, United Kingdom",483,8.2,3,Very good,no,yes,no,no,yes,yes,,double bed,One-Bedroom Apartment,8605,no,no,no
1286,Birmingham,KCS Birmingham City Apartment with Balcony/Parking,yes,"Upper Marshall Street, Birmingham, B1 1LP, United Kingdom",57,8.8,3,Fabulous,yes,yes,no,no,yes,no,,double bed,Two-Bedroom Apartment,19530,no,no,no
1287,Birmingham,Dream Ensuite Rooms,yes,"339 Lyndon Road, Birmingham, B92 7QS, United Kingdom",142,8.3,3,Very good,no,yes,no,no,yes,no,,double bed,Double Room with Private Bathroom,6103,no,no,no
1288,Birmingham,Pleasant Apartment in near City Center,yes,"88 MacDonald Street, Birmingham, B5 6TN, United Kingdom",8,4.6,3,Disappointing,no,yes,no,no,yes,no,,double bed,Double Room,6103,no,no,no
1289,Birmingham,"Birmingham - City Centre - Plush Suite,2 Bed 2 Bath, Sleeps 6 - Bullring 6 min walk, Free WIFI & NETFLIX- Contractors",yes,"262 Bradford Street City centre, Birmingham, B12 0AJ, United Kingdom",4,7.0,3,Good,yes,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,16524,no,no,no
1290,Birmingham,Luxury 3 Floor Townhouse Birmingham - Alara Boutique Living,yes,"27 Tenby Street, Birmingham, B1 3EE, United Kingdom",17,9.2,3,Superb,yes,no,no,no,yes,no,single bed,double bed,Two-Bedroom Apartment,14935,no,no,no
1291,Birmingham,Aston Apartments,yes,"11 Lichfield Road Aston Birmingham, Birmingham, B6 5RW, United Kingdom",9,8.9,4,Fabulous,yes,no,no,no,yes,no,single bed,double bed,One-Bedroom Apartment,18262,no,no,no
1292,Birmingham,The Grey Haven Birmingham,yes,"157 Appleton Avenue, Birmingham, B43 5LX, United Kingdom",8,8.8,4,Fabulous,yes,yes,no,no,yes,no,single bed,double bed,Four-Bedroom House,50859,no,no,no
1293,Birmingham,Large 5 Bed Town House Within City Centre And Sleeps Up To 11,yes,"20 Uxbridge Street, Birmingham, B19 3XH, United Kingdom",18,8.3,3,Very good,yes,yes,no,no,yes,no,single bed,double bed,Five-Bedroom House,27972,no,no,no
1294,Birmingham,Luxury Two Bed - Parking - Smart TV - WIFI,yes,"51 Chester Road, Birmingham, B64 6AA, United Kingdom",6,9.5,3,Exceptional,yes,yes,no,no,yes,no,single bed,,Two-Bedroom Apartment,7120,no,no,no
1295,Birmingham,Luxury Two Bed Apartment - Parking - Smart TV - WIFI,yes,"49 Chester Road, Birmingham, B64 6AA, United Kingdom",3,9.0,3,Superb,yes,yes,no,no,yes,no,single bed,double bed,Two-Bedroom Apartment,7120,no,no,no
1296,Birmingham,Brindley Apt - Free Parking! Next Door To Arena-sea Life!,yes,"30, Brindley Point, 20 Sheepcote Street, Birmingham, B16 8AE, United Kingdom",24,7.9,3,Good,no,no,no,no,yes,yes,,double bed,Apartment with Balcony,12694,no,no,no
1297,Birmingham,Brand New SILVER FORGE - Charming Two Bedroom Apartment - City Centre - Lux Apartment,no,"Princip Street, 1, 36-38, Birmingham, B4 6LE, United Kingdom",15,8.3,3,Very good,no,yes,no,no,no,no,,double bed,Superior Apartment,10131,no,no,no
1298,Birmingham,Berkshire stays,yes,"50 Collingbourne Avenue, Birmingham, B36 8PD, United Kingdom",10,7.8,4,Good,yes,no,no,no,yes,no,single bed,double bed,Villa,20827,no,no,no
1299,Birmingham,"4 Bedroom House Near BHX, NEC & HS2",yes,"39 Forest Hill Road, Birmingham, B26 3TB, United Kingdom",4,8.5,3,Very good,yes,no,no,no,yes,no,single bed,double bed,Four-Bedroom House,14546,no,no,no
1300,Birmingham,Eighty Four,yes,"84 Heathfield Road, Birmingham, B19 1HJ, United Kingdom",41,8.8,3,Fabulous,no,no,no,no,yes,no,,double bed,Deluxe Studio,13732,no,no,no
1301,Birmingham,Your Home to Luxury Home Birmingham Accommodation with Netflix and Superfast WIFI,yes,"46 Waterloo Road, Birmingham, B14 7SD, United Kingdom",7,7.3,3,Good,yes,yes,no,no,yes,no,single bed,double bed,Four-Bedroom House,19835,no,no,no
1302,Birmingham,5 Bedroom House - 10 Guests - Multiple off Street Parking - Garden - Smart TV - WIFI - Contractors - Families - Groups,yes,"98 Queens Head Road, Birmingham, B21 0RW, United Kingdom",7,9.7,3,Exceptional,yes,yes,no,no,yes,no,single bed,double bed,Five-Bedroom House,12410,no,no,no
1303,Birmingham,Blenheim Way is a beautiful apartment in a quiet location yet minutes from major attractions and City centre Great for families Sleeps 6,yes,"66 Blenheim Way, Birmingham, B44 8LF, United Kingdom",45,9.0,4,Superb,yes,no,no,yes,yes,no,single bed,double bed,Two-Bedroom Apartment,11621,no,no,no
1304,Birmingham,Orchid House,yes,"42 Wagon Lane, Birmingham, B92 7PW, United Kingdom",47,8.6,4,Fabulous,yes,yes,no,no,yes,no,single bed,double bed,Three-Bedroom House,25175,no,no,no
1305,Birmingham,City View Apartments,yes,"155 Bromsgrove Street Apartment 31, Birmingham, B5 6AB, United Kingdom",575,7.7,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Deluxe Family Room,15054,no,no,no
1306,Birmingham,City Centre 1 Bed Apartment,yes,"30 Clement Street 48 Arena View, Birmingham, B1 2SL, United Kingdom",21,9.3,3,Superb,no,yes,no,yes,yes,yes,,double bed,One-Bedroom Apartment,22246,no,no,no
1307,Birmingham,Tudors eSuites Birmingham Corporate Apartments,yes,"Newton Street 135, Birmingham, United Kingdom",28,7.5,3,Good,no,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,50859,no,no,no
1308,Birmingham,Stunning Top Floor Southside Apartment 2 BEDS PARKING WIFI NETFLIX,yes,"Saint John's Walk, Birmingham, B5 4TL, United Kingdom",63,8.5,3,Very good,no,yes,no,no,yes,yes,single bed,double bed,Two-Bedroom Apartment,23904,no,no,no
1309,Birmingham,Haus Luxury Two Bedroom Suite - Birmingham City Centre - Secure Parking - Rated Superb,yes,"205 Helena Street, Birmingham B1 2AW, Birmingham, B1 2AW, United Kingdom",6,9.0,3,Superb,yes,yes,no,no,yes,no,,double bed,Two-Bedroom Apartment,8341,no,no,no
1310,Birmingham,Haus Apartment in the Iconic Cube - City Centre - High Spec- Smart TV - WIFI - TOP RATED,yes,"Wharfside Street, Birmingham, B1 1PP, United Kingdom",8,8.0,3,Very good,yes,yes,no,yes,yes,yes,,double bed,One-Bedroom Apartment,8036,no,no,no
1311,Birmingham,KCS Luxury Apartment - Broad Street Birmingham,yes,"105 Broad Street 323, Birmingham, B15 1BJ, United Kingdom",113,8.8,3,Fabulous,no,yes,no,yes,yes,yes,,double bed,Deluxe Apartment,22378,no,no,no
1312,Birmingham,"BIRMINGHAM HAGLEY WEST HOUSE, 5 bedrooms with 7 BEDS, 3x doubles beds, 4x singles beds,2 toilets,2 bathrooms,2 toilets, sleeps 7-10 people great motorway links M5 M6 M42 A38 A34",yes,"696 Hagley Road West, Birmingham, B68 0PN, United Kingdom",15,8.5,3,Very good,yes,yes,no,yes,yes,no,single bed,double bed,Apartment,24229,no,no,no
1313,Birmingham,"BIRMINGHAM COPLOW, 3 bedrooms house, with 6 beds, 2x doubles beds, 3x singles beds and 1 sofa-bed,sleeps people",yes,"5 COPLOW terrace, Birmingham, B16 0DQ, United Kingdom",21,7.7,3,Good,yes,yes,no,no,yes,no,single bed,double bed,Three-Bedroom Apartment,26314,no,no,no
1314,Birmingham,Birmingham City Centre Apartment – Broad Street,yes,"105 Broad Street Apt 309, Birmingham, B15 1BF, United Kingdom",37,8.5,5,Very good,yes,no,no,yes,yes,yes,,double bed,One-Bedroom Apartment,18309,no,no,no
1315,Birmingham,"Modern Apartment- Birmingham- Broad Street & Brindley Place- 10 min walk from Bullring, 02 Arena, New Street Station & Grand Central",yes,"56 Bath Row Floor 2, Flat 18, Birmingham, B15 2DG, United Kingdom",171,7.0,3,Good,yes,yes,no,no,yes,no,,double bed,Two-Bedroom Apartment,9561,no,no,no
1316,Birmingham,The Aston Tavern,yes,"10 Aston Hall Road Aston, Birmingham, B6 7FF, United Kingdom",227,8.8,3,Fabulous,yes,no,no,yes,yes,no,single bed,double bed,Family Room,27726,Continental, Full English/Irish,no
1317,Birmingham,"Birmingham Garnet, 3 bedroom Apartment",yes,"Granville Street, Birmingham, B1 2LS, United Kingdom",12,8.0,3,Very good,no,yes,no,no,yes,yes,,double bed,Three-Bedroom Apartment,18053,no,no,no
1318,Birmingham,Comfy Birmingham City Center Apartment at Inge Street By HF Group,yes,"Inge Street Southside Apartment, Gay Village Birmingham, Birmingham, B5 4TF, United Kingdom",57,7.5,3,Good,no,yes,no,yes,yes,yes,,double bed,Two-Bedroom Apartment,9765,no,no,no
1319,Birmingham,"StayNEC Coach House Birmingham - For Company, Contractor & Leisure Stays - NEC, HS2, JLR, Airport",yes,"27 Dunkley Crescent Chelmsley Wood, Birmingham, Birmingham, B37 5FE, United Kingdom",30,9.1,3,Superb,no,no,no,yes,yes,no,single bed,double bed,Apartment,10172,no,no,no
1320,Birmingham,No.8 Waterloo Street,yes,"8 Waterloo Street, Birmingham, B2 5PG, United Kingdom",576,8.7,4,Fabulous,no,yes,no,yes,yes,yes,,double bed,Deluxe Apartment,13671,no,no,no
1321,Birmingham,Superb Comfort and Views ☆ New Stylish City Center Apartment,yes,"2 Lee Bank Middleway, Birmingham, B15 2BE, United Kingdom",0,0.0,4,,no,no,no,no,yes,no,,double bed,Two-Bedroom Apartment,13528,no,no,no
1322,Birmingham,221 Soho,yes,"221 Soho Road, Handsworth, Birmingham, B21 9SX, United Kingdom",5,8.4,3,Very good,no,no,no,no,yes,no,single bed,double bed,One-Bedroom Apartment,7507,no,no,no
1323,Birmingham,Sutton Coldfield Apartment,yes,"412 Birmingham Road, Birmingham, B72 1YJ, United Kingdom",18,7.8,4,Good,no,no,no,no,yes,no,,double bed,Triple Room,6982,no,no,no
1324,Birmingham,The Aston Inn,yes,"Aston Hall Road Birmingham, Birmingham, B6 7JU, United Kingdom",1830,7.5,3,Good,yes,yes,no,yes,yes,no,single bed,double bed,Double Room,6612,no,no,no
1325,Birmingham,Ladder Guest Stays Birmingham,yes,"34 Harrison Road, Birmingham, B24 9AA, United Kingdom",13,4.9,3,Disappointing,no,yes,no,no,yes,no,,double bed,Deluxe Double Room,3764,no,no,no
1326,Birmingham,Lovely 3 Bed Apartment Near QE Hospital Harborne Birmingham New,yes,"Flat 1, Block 4 Old Abbey Gardens, Birmingham, B17 0JS, United Kingdom",39,9.3,4,Superb,yes,no,no,no,yes,no,,double bed,Three-Bedroom Apartment,15230,no,no,no
1327,Birmingham,Pacific Suite; Luxe Apartment B'ham JQ,no,"5 Camden Drive, Birmingham, B1 3DP, United Kingdom",3,10.0,4,Exceptional,no,no,no,no,no,no,single bed,double bed,Two-Bedroom Apartment,11993,no,no,no
1328,Birmingham,Nice Living Serviced Accommodations 6,yes,"34 Rodbourne Road, Birmingham, B17 0PN, United Kingdom",36,6.6,4,Pleasant,yes,no,no,no,yes,no,,double bed,Double Room with Shared Bathroom,6179,no,no,no
1329,Birmingham,ParkView City Balcony Apartment with Self Checkin,yes,"26 Longleat Avenue, Birmingham, B15 2EX, United Kingdom",207,7.3,3,Good,yes,yes,no,no,yes,yes,,double bed,Apartment with Balcony,6612,no,no,no
1330,Birmingham,Lovely Holiday Home in Birmingham City Center 3 Bedrooms House By HF Group,yes,"Windrush Grove, Birmingham, B15 2DL, United Kingdom",110,8.1,3,Very good,yes,yes,no,no,yes,no,,double bed,Three-Bedroom House,12816,no,no,no
1331,Birmingham,Belmont Hotel,yes,"419-421 Hagley Road, Birmingham, B17 8BL, United Kingdom",427,7.1,3,Good,yes,yes,no,yes,yes,no,single bed,double bed,Double Room with Private Bathroom,6612,no,no,no
1332,Birmingham,Perfect-City Centre-Apartment,yes,"190 Holliday Street, Birmingham, B1 1FF, United Kingdom",5,9.6,3,Exceptional,yes,no,no,no,yes,yes,,double bed,One-Bedroom Apartment,13732,no,no,no
