sno,Hotel_Name,wifi_box,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
3108,LUCENTIA EXPRESS MILLENNIUM SUITE,yes,yes,yes,no,yes,yes,yes,no,no,no
3109,EST Bangsar KL Sentral by Greater Stay,yes,yes,yes,no,no,no,yes,no,no,no
3110,MoMo's Kuala Lumpur,yes,no,yes,no,yes,no,yes,Continental,no,no
3111,Ceylonz Suites KL City by One39KL,yes,yes,yes,no,yes,yes,yes,no,no,no
3112,ASTRA @ Axon Bukit Bintang KL,no,yes,yes,no,no,no,yes,no,no,no
3113,EATON RESIDENCE AT KLCC,yes,yes,yes,no,no,no,yes,no,no,no
3114,citizenM Kuala Lumpur Bukit Bintang,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
3115,Metrostar Hotel Kuala Lumpur,no,no,yes,no,no,no,no,no,no,no
3116,Best Apartment At Taragon,yes,yes,yes,no,no,yes,no,no,no,no
3117,SCC Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3118,KL City Apartment at Berjaya Times Square,yes,yes,no,no,no,no,yes,no,no,no
3119,Happy Suite at Platinum KLCC,yes,yes,yes,no,no,yes,yes,no,no,no
3120,Aloft Kuala Lumpur Sentral,yes,no,yes,yes,yes,no,yes,Halal, Buffet,no
3121,Mercu Summer Suite KLCC by Kuminshu,yes,yes,yes,no,no,no,no,no,no,no
3122,2BR Cozy Family Suite Taragon Puteri Bintang,yes,yes,yes,no,no,no,yes,no,no,no
3123,Kuala Lampur Residence at times Square,yes,yes,yes,no,no,no,yes,no,no,no
3124,Ascott Star KLCC,yes,yes,yes,no,yes,no,yes,Buffet,no,no
3125,Double M Hotel @ Kl Sentral,yes,no,yes,no,no,no,yes,no,no,no
3126,Worldview Grand Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3127,Platinum KLCC By Loversuites,yes,yes,yes,no,yes,no,yes,no,no,no
3128,Queens Service Suites at Platinum KLCC,yes,yes,yes,no,yes,yes,yes,no,no,no
3129,"Santa Grand Classic Kuala Lumpur, Chinatown",yes,yes,yes,no,no,no,yes,Continental,no,no
3130,Ceylonz Suites KL City by One39KL,yes,yes,yes,no,yes,yes,yes,no,no,no
3131,Arte Plus KLCC Designer Suites by Cobnb,yes,yes,yes,no,no,no,yes,no,no,no
3132,Publika B4 Solaris Dutamas by BlackSand,yes,no,yes,no,yes,yes,yes,no,no,no
3133,Hotel Venice,yes,yes,yes,no,no,no,no,no,no,no
3134,Platinum Service Suites KLCC,yes,yes,no,no,yes,yes,yes,no,no,no
3135,RM201 Bukit Bintang 2 Bedroom Balcony CIty View,yes,no,no,no,yes,no,no,no,no,no
3136,Opus Residences Kuala Lumpur 118 Tower,yes,yes,yes,no,no,no,yes,no,no,no
3137,DoubleTree By Hilton Kuala Lumpur,no,no,yes,yes,yes,no,yes,Continental,no,no
3138,Mars Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3139,KL TARAGON SERVICE APARTMENT BY JAMES,yes,yes,yes,no,yes,yes,yes,no,no,no
3140,Four Star Service Suite at Times Square,yes,yes,yes,no,yes,yes,yes,no,no,no
3141,KL Opus Residence,yes,yes,yes,no,yes,yes,yes,no,no,no
3142,Opus Residence Merdeka,yes,yes,no,no,no,no,yes,no,no,no
3143,Golden Dream Service Suite at Times Square,yes,yes,yes,no,yes,yes,yes,no,no,no
3144,The Platinum 2 KLCC Premium Suite by Reluxe Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3145,Novotel Kuala Lumpur City Centre,yes,no,yes,no,yes,no,yes,Halal, Asian, American
3146,Euro Life Hotel @ KL Sentral,yes,yes,yes,no,yes,no,yes,no,no,no
3147,"Holiday Inn Express Kuala Lumpur City Centre, an IHG Hotel",yes,yes,yes,no,yes,no,yes,Continental, Vegetarian, Halal
3148,Palace Hotel,yes,yes,yes,no,yes,no,yes,Vegetarian, Halal, Asian
3149,Service Residence At Times Square,yes,yes,yes,no,no,no,yes,no,no,no
3150,Uptown Chinatown,yes,yes,yes,no,no,no,yes,no,no,no
3151,Soho Suites KLCC by Blessed Home,yes,yes,no,no,no,no,yes,no,no,no
3152,Scarletz Suites by Five senses,yes,yes,yes,no,yes,no,yes,no,no,no
3153,The Platinum Suites Kuala Lumpur by B&B,yes,yes,yes,no,yes,no,yes,no,no,no
3154,WP Hotel,yes,no,yes,yes,no,no,yes,Continental,no,no
3155,Chambers Kuala Lumpur by Five Senses,yes,no,yes,no,no,no,yes,no,no,no
3156,Perdana Kuala Lumpur City Centre,yes,yes,yes,yes,yes,no,yes,Continental,no,no
3157,Opus Residences Merdeka Tower KL,yes,yes,yes,no,no,yes,yes,no,no,no
3158,The Platinum KLCC By Home Stay,yes,yes,yes,yes,yes,no,yes,no,no,no
3159,Platinum KLCC by SS Residence,yes,yes,yes,no,yes,yes,yes,no,no,no
3160,Sky Suites KLCC by LUNA,yes,yes,no,no,no,no,yes,no,no,no
3161,Bintang Apartment Times Square KL,yes,yes,no,no,yes,no,yes,no,no,no
3162,Platinum Service Suites Kuala Lumpur KLCC,yes,yes,no,no,yes,yes,yes,no,no,no
3163,Welcome Service Suite At Times Square,yes,yes,yes,no,yes,yes,yes,no,no,no
3164,KL Bintang Suites @ Times Square,yes,yes,yes,no,yes,yes,yes,no,no,no
3165,Hotel Westree KL Sentral,yes,yes,yes,no,yes,no,yes,no,no,no
3166,"Park View KLCC ,by DeLive Home",yes,yes,yes,no,no,yes,yes,no,no,no
3167,KL Service Suites at Times Square KL,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Halal
3168,A&R Boutique Hotel,yes,no,yes,no,yes,yes,yes,no,no,no
3169,Millerz Square by Five Senses,yes,yes,yes,no,yes,no,yes,no,no,no
3170,Xpeed Holiday Hotel,no,yes,yes,no,no,no,yes,Continental,no,no
3171,Ceylonz KLCC by Mana-Mana,yes,yes,yes,no,yes,no,no,Continental,no,no
3172,Revo Homestay Kuala Lumpur Bukit Jalil,yes,no,no,no,yes,no,yes,no,no,no
3173,Regalia Upper View Hotel,yes,yes,yes,no,no,no,yes,Halal,no,no
3174,Vortex suites KLCC BY Cozy Stay,yes,yes,yes,no,no,yes,yes,no,no,no
3175,Expressionz Professional Suites by MyKey Global,yes,yes,yes,no,no,no,yes,no,no,no
3176,Vortex Suites KLCC by Fortune,yes,yes,yes,no,no,no,no,no,no,no
3177,Eaton Residences KLCC by Perkasa,yes,yes,yes,no,no,no,yes,no,no,no
3178,EATON Residences by WSD,yes,no,yes,no,no,no,yes,no,no,no
3179,Tropicana The Residence KLCC By Rainbow Suites,yes,yes,yes,no,no,no,yes,no,no,no
3180,ASTRA @ Suite Platinum 2 KLCC,yes,yes,yes,no,yes,no,yes,no,no,no
3181,The Western Suite At Times Square KL,yes,yes,yes,no,yes,no,yes,no,no,no
3182,De Sky Suites KLCC Kuala Lumpur,no,yes,yes,no,yes,yes,yes,no,no,no
3183,"UNA Serviced Apartment, Sunway Velocity KL",yes,yes,yes,no,yes,no,no,no,no,no
3184,Vortex Suites KLCC by Luna Suites,yes,yes,yes,no,yes,no,yes,no,no,no
3185,"Datum Jelatek Sky Residence, Five Senses",yes,yes,yes,no,yes,no,yes,no,no,no
3186,Sky Suites KLCC Kuala Lumpur City Centre By One39KL,yes,yes,yes,no,no,yes,yes,no,no,no
3187,Eaton Suites KLCC,yes,yes,yes,no,yes,yes,yes,no,no,no
3188,WSD Times 8 Luxury Hotels & Residences,yes,no,yes,no,no,no,yes,no,no,no
3189,"Tribeca Serviced Suites, Canopy Lives",yes,yes,yes,no,yes,no,yes,no,no,no
3190,Rainbow Suites at Platinum KLCC,yes,yes,yes,no,yes,yes,yes,no,no,no
3191,Tropicana The Residences KLCC By Luxury Suites,yes,yes,yes,no,yes,yes,no,no,no,no
3192,The Faced Platinum klcc,no,yes,yes,no,yes,no,yes,no,no,no
3193,Summer suites klcc by Star Residence,yes,yes,yes,no,yes,no,yes,no,no,no
3194,Blue Diamond Apartment at Times Square,yes,no,no,no,yes,no,yes,no,no,no
3195,ViiA Residences by Five Senses,yes,yes,yes,no,no,no,yes,no,no,no
3196,UNA Sunway Velocity Kuala Lumpur by Unimax,yes,yes,yes,no,no,no,yes,no,no,no
3197,EUcation Home - Opus Residence,yes,yes,yes,no,no,yes,yes,no,no,no
3198,Star at KLCC,yes,yes,yes,no,yes,yes,no,no,no,no
3199,Tropicana The Residences KLCC CozeeStay,yes,yes,yes,no,yes,no,yes,no,no,no
3200,The Sky Suites KLCC Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3201,Sky Suites KLCC,yes,yes,yes,no,no,no,yes,no,no,no
3202,Eko Cheras Residences by De Space,yes,yes,yes,no,yes,no,yes,no,no,no
3203,KL Time Square suit At Times square,yes,yes,yes,no,no,yes,yes,Halal,no,no
3204,KL Marigold Service Suite At Times Square,yes,yes,yes,no,yes,yes,yes,no,no,no
3205,ASTRA @ Suite Platinum 2 KLCC,yes,yes,yes,no,yes,no,yes,no,no,no
3206,AMI Suites at Arte Mont Kiara,yes,yes,yes,no,no,no,yes,no,no,no
3207,J Dupion Residence by Greater Stay,yes,yes,yes,no,no,no,yes,no,no,no
3208,Ceylonz Suite by Five Senses,yes,yes,yes,no,yes,no,yes,no,no,no
3209,Quzoma Suites in KLCC Vortex,yes,yes,yes,no,no,yes,yes,no,no,no
3210,Universal Times Suites At Times Square,yes,yes,yes,no,yes,no,yes,no,no,no
3211,Sky Suites KLCC Kuala Lumpur City Centre By One39KL,yes,yes,yes,no,no,yes,yes,no,no,no
3212,Maison 101 Dang Wangi,no,yes,yes,no,no,no,yes,no,no,no
3213,Robertson Suites Kuala Lumpur,yes,yes,yes,no,yes,no,yes,Asian,no,no
3214,5 STAR & LUXURY Apartment near KLCC/ KL City Centre,yes,yes,yes,no,no,no,yes,no,no,no
3215,M City Ampang by ST Nomad,yes,yes,yes,no,yes,no,yes,no,no,no
3216,BIG M Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3217,Vortex Suites KLCC by C&C,yes,yes,yes,yes,no,yes,no,no,no,no
3218,The Maple Suite,yes,yes,yes,no,yes,no,yes,no,no,no
3219,Hotel Six Seasons @ Mid Valley,yes,yes,yes,no,yes,no,yes,no,no,no
3220,KL Times Square Residence Suite,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Halal, Asian
3221,Summer Suites Residences by Subhome,yes,yes,yes,no,yes,no,yes,no,no,no
3222,Swing & Pillows - KL Cheras Maluri 2,yes,no,yes,no,no,no,yes,no,no,no
3223,AXON Suites Bukit Bintang KL Pavilion,yes,yes,yes,no,no,no,yes,no,no,no
3224,Arcoris Mont Kiara 163,yes,yes,yes,no,no,no,no,no,no,no
3225,KL Cozy Apartment at Times Square,yes,yes,yes,no,no,no,yes,no,no,no
3226,KLCC Beyond Hospitality Suites Platinum,yes,yes,yes,no,yes,yes,yes,no,no,no
3227,Tropicana KLCC By ARMAN,yes,yes,no,no,yes,yes,yes,no,no,no
3228,Santa Grand Signature Kuala Lumpur,yes,yes,yes,no,yes,no,no,Continental, Asian, American
3229,The Grand Campbell Hotel Kuala Lumpur,yes,yes,yes,no,yes,no,yes,Continental, Halal,no
3230,Arcadia Suites At Reizz Residence,yes,yes,yes,no,yes,no,yes,no,no,no
3231,"Senja Hostel Kuala Lumpur, Chinatown",yes,yes,no,no,yes,no,no,Asian,no,no
3232,The Colony Skyline Suites KLCC,yes,yes,yes,no,no,no,yes,no,no,no
3233,Anggun Suites KLCC BY Fortune,yes,yes,yes,no,no,yes,yes,no,no,no
3234,Expressionz Suites by V&C,yes,yes,yes,no,yes,yes,yes,no,no,no
3235,Arte Mont Kiara,yes,yes,yes,no,no,no,no,no,no,no
3236,The Western Suites at Axon Residence KL,yes,yes,yes,no,yes,no,yes,no,no,no
3237,Regalia suites 424,yes,yes,no,yes,yes,no,yes,no,no,no
3238,Scarletz Suites by Travelet,yes,yes,yes,no,yes,no,yes,no,no,no
3239,Hotel Sunjoy9 @ Mid Valley,yes,yes,yes,no,yes,no,yes,Asian,no,no
3240,Space Hotel @ Chinatown Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3241,"The Luxe by CH Homes, KLCC",yes,no,yes,no,yes,no,no,no,no,no
3242,LA ISRA at KL,no,yes,yes,no,no,no,yes,Asian, Buffet,no
3243,Sentral Suites KL Sentral by The Cynefin,yes,yes,no,no,no,no,yes,no,no,no
3244,Corus Hotel Kuala Lumpur,yes,no,yes,yes,yes,no,yes,Continental, Halal, Asian
3245,"Sun Inns Hotel Sentral, Brickfields",yes,yes,yes,no,no,no,yes,no,no,no
3246,St Giles Boulevard,yes,no,yes,no,yes,no,yes,Continental, Halal, Asian
3247,Mercure Kuala Lumpur Shaw Parade,yes,no,yes,no,yes,no,yes,Continental, Halal, Asian
3248,KL Summer Suite @ Mercu Summer Suite KLCC,yes,yes,yes,no,yes,no,yes,no,no,no
3249,MOV Hotel Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3250,EkoCheras Designer Suite by Moka @ Cheras,yes,yes,yes,no,yes,no,yes,no,no,no
3251,Hyatt Place Kuala Lumpur Bukit Jalil,yes,yes,yes,no,yes,no,yes,Vegetarian, Halal, Asian
3252,OA ThE FACTORY AT BUKIT BINTANG,yes,no,yes,no,yes,no,no,no,no,no
3253,Chambers Residence KL by Roam,yes,no,yes,no,no,no,yes,no,no,no
3254,The Chow Kit - an Ormond Hotel,yes,no,yes,no,yes,no,yes,Continental, Asian,no
3255,CRYSTAL APARTMENT at TIMES SQUARE,yes,no,no,no,yes,no,yes,no,no,no
3256,SPOT ON 90850 Ehsan Travels Home,no,no,no,no,no,no,no,no,no,no
3257,Vortex suites klcc by Dahlia,yes,no,no,no,no,no,no,no,no,no
3258,Hotel Sentral KL @ KL Sentral Station,yes,yes,no,no,no,no,yes,Continental, Halal, Asian
3259,KL Sky Bungalow 4Rooms Family,yes,yes,yes,no,no,no,yes,no,no,no
3260,Platinum Suite @ KL Tower and KLCC,yes,no,no,no,no,no,yes,no,no,no
3261,Summer Suites KLCC by Luna,yes,yes,yes,no,yes,yes,yes,no,no,no
3262,Hilton Kuala Lumpur,no,no,yes,yes,yes,no,yes,Continental,no,no
3263,Tropicana The Residence KLCC Kuala Lumpur Crown Suites,yes,yes,no,no,yes,yes,yes,no,no,no
3264,Studio Bedroom with Balcony,yes,no,no,no,yes,yes,no,no,no,no
3265,D'Garden Hotel Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3266,Platinum suites KLCC BY NEPTUNE house,yes,yes,yes,no,yes,no,no,no,no,no
3267,Suites & Residences @ Regalia by PLC,yes,no,yes,no,no,no,yes,no,no,no
3268,H Boutique Hotel Sri Petaling,yes,yes,yes,no,yes,no,yes,no,no,no
3269,Aloha Regalia Homestay,yes,yes,no,no,yes,no,yes,no,no,no
3270,Stay with Bintang,no,yes,yes,no,no,no,yes,no,no,no
3271,The Platinum KLCC By Castle,yes,yes,yes,no,yes,no,yes,no,no,no
3272,ExpressionZ KLCC By Starwood Luxury,yes,no,yes,no,yes,no,yes,no,no,no
3273,188 Suites KLCC by CoBNB,yes,yes,yes,no,no,yes,yes,no,no,no
3274,KL Better Apartment at Times Square KL,yes,yes,yes,no,no,no,yes,no,no,no
3275,NU Hotel @ KL Sentral,yes,yes,yes,no,no,no,yes,no,no,no
3276,Impiana KLCC Hotel,yes,yes,yes,no,yes,no,yes,Asian,no,no
3277,188 Suites Studio KLCC by VastHaven,yes,no,no,no,no,no,no,no,no,no
3278,Avaria Hotel KL,yes,yes,yes,no,yes,yes,yes,Continental, Asian,no
3279,Stylish AeroSpace Theme 1BR in KL City Center,yes,no,no,no,no,yes,yes,no,no,no
3280,Suites at Times Square KL,yes,yes,yes,no,yes,no,yes,no,no,no
3281,"Times Square Service Apartment , Kuala Lumpur",yes,yes,no,no,yes,yes,yes,Asian,no,no
3282,Pavilion Embassy Suites KL,yes,yes,yes,no,no,no,no,no,no,no
3283,Luxe Suites at Platinum KLCC,yes,yes,yes,no,yes,no,yes,Halal, Asian, American
3284,Kingston Hotel - Jalan Tuanku Abdul Rahman,yes,yes,yes,no,no,no,no,no,no,no
3285,Alila Bangsar Kuala Lumpur,yes,no,yes,yes,no,no,yes,Buffet,no,no
3286,Star KLCC by Arman,yes,yes,yes,no,yes,no,yes,no,no,no
3287,"Infini Suites@ UNA Residences, Sunway Velocity KL",yes,yes,yes,no,no,no,yes,no,no,no
3288,Scarletz KLCC Apartments by soulasia,yes,yes,yes,no,yes,no,yes,no,no,no
3289,The Mesui Hotel Bukit Bintang,yes,no,yes,no,no,no,yes,no,no,no
3290,Al Amin Muslim Friendly Hotel,yes,yes,yes,no,no,no,no,no,no,no
3291,Indie Hotel Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3292,Sheraton Imperial Kuala Lumpur Hotel,yes,no,yes,no,yes,yes,yes,Continental, American,no
3293,Le Méridien Kuala Lumpur,yes,no,yes,yes,yes,no,yes,Vegetarian, Asian, American
3294,ASTRA at Opus Residences Kuala Lumpur,yes,yes,yes,no,no,yes,yes,no,no,no
3295,Sun Inns Hotel Kepong near Hospital Sungai Buloh,no,no,yes,no,no,no,no,no,no,no
3296,Cosmo Hotel Kuala Lumpur,yes,yes,yes,no,no,no,yes,Continental, Vegetarian, Halal
3297,隆景民宿River View Home Stay,yes,yes,yes,no,no,no,yes,no,no,no
3298,D Majestic View by UrbanStays,yes,no,no,no,no,no,yes,no,no,no
3299,COZY TWO BEDROOM APARTMENT AT MERCU SUMMER,yes,no,no,no,no,yes,no,no,no,no
3300,Seri Pacific Hotel Kuala Lumpur,yes,no,yes,yes,no,no,yes,Continental, Asian,no
3301,BBHOMES @ CASA KL,yes,yes,yes,no,yes,no,yes,no,no,no
3302,Vortex KLCC by Rainbow,yes,yes,yes,no,no,no,yes,no,no,no
3303,The Robertson Bukit Bintang,yes,yes,yes,no,no,no,yes,no,no,no
3304,Sunway Velocity M Vertica 4R2B 10px KLCC Pavilion IKEA MRT,yes,yes,yes,no,yes,no,yes,no,no,no
3305,Platinum KLCC Pool View,yes,yes,yes,no,yes,yes,no,no,no,no
3306,Vortex klcc promotion 2023,yes,no,no,no,no,no,no,no,no,no
3307,Opus Bukit Bintang,yes,no,yes,no,no,no,no,no,no,no
3308,Apartment near KLCC by GRIHOZ,yes,no,no,no,yes,yes,yes,no,no,no
3309,M City Ampang MY,yes,yes,yes,no,yes,no,yes,no,no,no
3310,Grand Hyatt Kuala Lumpur,yes,yes,yes,no,yes,no,yes,Continental, Vegetarian, Halal
3311,The klcc Suites Platinum,yes,yes,no,no,yes,no,yes,no,no,no
3312,"Birdnest Guesthouse, Gaia Rooftop Cafe",yes,yes,yes,no,yes,no,no,no,no,no
3313,UJC bukit bitang service suite @ times square,yes,yes,yes,no,yes,no,yes,Continental, Halal, Asian
3314,Hotel Transit Kuala Lumpur,yes,no,yes,no,no,no,yes,Halal, Asian,no
3315,masroom Hotel Kuala Lumpur,yes,no,yes,no,no,no,yes,no,no,no
3316,Luxury Regalia suites by adnan,yes,yes,yes,no,yes,no,no,no,no,no
3317,Hotel Capitol Kuala Lumpur,yes,no,yes,no,yes,no,yes,Continental, Halal, Asian
3318,Arenaa Star Hotel,yes,yes,yes,no,no,no,yes,Asian,no,no
3319,B1. The Big House @ Titiwangsa Kuala Lumpur,yes,no,no,no,no,no,no,no,no,no
3320,Sunway Putra Hotel Kuala Lumpur,yes,yes,yes,yes,no,no,yes,no,no,no
3321,The Elements @ Ampang,yes,yes,yes,no,yes,no,yes,no,no,no
3322,Travelodge Chinatown Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3323,Meliá Kuala Lumpur,no,yes,yes,yes,yes,no,yes,Vegetarian, Halal, Asian
3324,EXPRESSIONZ KLCC BY G Suites,yes,yes,yes,no,no,yes,yes,no,no,no
3325,"The Ritz-Carlton, Kuala Lumpur",no,yes,yes,no,yes,no,yes,Continental, American,no
3326,T-hotel Mont Kiara,yes,yes,yes,no,no,no,no,no,no,no
3327,Travelogue Guest House,yes,yes,yes,no,no,no,no,no,no,no
3328,InnB Park Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3329,H Boutique Hotel Xplorer Cheras,yes,yes,yes,no,no,no,yes,no,no,no
3330,Reizz Residence by Perkasa,yes,yes,yes,no,no,no,yes,no,no,no
3331,M Design Hotel @ Taman Pertama,yes,yes,yes,no,no,no,yes,no,no,no
3332,Vortex Suites,yes,yes,yes,no,yes,yes,yes,no,no,no
3333,Nj Homestay at Arte Mont Kiara,yes,no,no,no,yes,no,no,no,no,no
3334,KL Sentral Bangsar Suites (EST) by Luxury Suites Asia,yes,yes,yes,no,no,no,yes,no,no,no
3335,Domitys Bangsar Kuala Lumpur,yes,yes,yes,no,no,no,no,Continental,no,no
3336,Trump Apartment At Times Square,yes,no,no,no,no,no,yes,no,no,no
3337,B Lot Hotel,yes,yes,yes,no,yes,no,yes,no,no,no
3338,NEW TOWN APARTMENT at TIMES SQUARE,yes,no,no,no,no,no,no,no,no,no
3339,Perfect Sleep at Mercu Summer Suites,yes,yes,yes,no,yes,no,yes,no,no,no
3340,Trion By FD Home B5207,yes,no,no,no,no,no,no,no,no,no
3341,Home Feel Studio Room,yes,no,no,no,no,no,yes,no,no,no
3342,D'Majestic Place by Widebed,yes,no,yes,no,no,no,yes,no,no,no
3343,Platinum Suites KL,yes,yes,yes,no,yes,yes,yes,no,no,no
3344,Changkat Inn Hotel,yes,yes,yes,no,no,no,no,no,no,no
3345,SCC Velodrome KL,yes,no,yes,no,no,no,yes,no,no,no
3346,Maria Suite at Regalia Kuala Lumpur,yes,yes,yes,no,no,no,no,no,no,no
3347,Ekocheras @ Kuala Lumpur,yes,yes,yes,no,yes,no,yes,no,no,no
3348,Akar Hotel Kampung Baru,yes,yes,yes,no,yes,no,yes,no,no,no
3349,Vortex suites near by KLCC,yes,no,yes,no,no,yes,yes,no,no,no
3350,Platinum Serviced Suite KLCC,yes,yes,yes,no,yes,yes,yes,Halal,no,no
3351,Scarletz Leisure Suites KLCC,yes,yes,yes,no,yes,no,yes,no,no,no
3352,Duta Hotel & Residence,yes,no,yes,no,no,no,yes,no,no,no
3353,Sky Hotel @ Pudu,yes,yes,yes,no,no,no,no,no,no,no
3354,Frenz 2Bedroom Apartment @188 suites,yes,yes,yes,no,no,yes,yes,no,no,no
3355,Millennium Suite At Opus Residence,yes,yes,yes,no,no,no,yes,no,no,no
3356,Vortex Suites KLCC by G,yes,yes,yes,no,yes,no,yes,no,no,no
3357,The Best KLCC View @ CHAMBERS KUALA LUMPUR,no,yes,yes,no,no,no,yes,no,no,no
3358,Prime Hotel,yes,no,yes,no,yes,no,yes,no,no,no
3359,Soho suites klcc by Homestay,yes,yes,no,no,no,yes,yes,no,no,no
3360,Prescott Hotel Kuala Lumpur Medan Tuanku,yes,no,yes,no,no,no,yes,Asian,no,no
3361,Platinum Victory KLCC by BHS,yes,yes,yes,no,yes,yes,yes,Continental, Halal, Asian
3362,Societe Suite Hartamas,yes,yes,yes,no,no,no,no,no,no,no
3363,Hotel Royal Kuala Lumpur,yes,yes,yes,no,no,no,yes,Halal,no,no
3364,Neu Suites @ 3rdNvenue 003,yes,no,no,no,no,no,no,no,no,no
3365,Silka Cheras Kuala Lumpur,yes,yes,yes,no,no,no,yes,no,no,no
3366,A&R Urban Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3367,Vivatel Kuala Lumpur,yes,yes,yes,no,no,no,yes,Halal, Asian,no
3368,vortex suites klcc by Homestay,yes,yes,yes,no,no,yes,yes,no,no,no
3369,Melange Boutique Hotel Bukit Bintang,yes,no,yes,no,no,no,yes,Continental,no,no
3370,D Loft Hotel,yes,yes,yes,no,no,no,yes,no,no,no
3371,Anggun KL Malaysia,yes,yes,yes,no,no,no,no,no,no,no
3372,"Tribeca Residences, Five Senses",yes,no,yes,no,yes,no,yes,no,no,no
3373,8 Kia Peng Residences by Times 8,yes,yes,no,no,no,no,yes,no,no,no
3374,vortex suites klcc by yusrah,yes,yes,yes,no,no,no,yes,no,no,no
3375,Luxury Stay Platinum KLCC,yes,yes,no,no,yes,yes,no,no,no,no
3376,The AXON Bukit Bintang Skyview,yes,no,yes,no,no,no,yes,no,no,no
3377,Dua Sentral KL by Roam,yes,yes,yes,no,no,no,yes,no,no,no
3378,33 Star Hotel by The Awinka Group Of Management,yes,yes,yes,no,no,no,no,no,no,no
3379,Katel Kuala Lumpur,yes,yes,yes,yes,no,no,yes,Continental,no,no
3380,The Platinum KLCC by MOONWAY,yes,no,no,no,yes,no,no,no,no,no
3381,Cozy Studio 188 Suites KLCC by VastHaven,yes,no,no,no,no,yes,yes,no,no,no
3382,Scott Hotel KL Sentral,yes,yes,yes,no,no,no,yes,no,no,no
3383,V Garden Hotel,yes,no,yes,no,no,no,yes,no,no,no
3384,Millerz Square Mana-Mana Suite,yes,yes,yes,no,yes,no,yes,no,no,no
3385,Neu Suites by COBNB,yes,no,no,no,no,no,no,no,no,no
3386,"Pavilion Ceylon Hill Suites, Bukit Bintang",no,yes,yes,no,no,no,no,no,no,no
3387,The RuMa Hotel and Residences,yes,yes,yes,yes,yes,no,yes,Continental, Vegetarian, Vegan
3388,Quill Residences Klcc By Sky World,yes,yes,no,no,no,no,yes,no,no,no
3389,ONE world service suite at times square Kuala Lumpur,yes,yes,yes,no,yes,no,yes,no,no,no
3390,The Colony Infinitum Suites KLCC,no,yes,yes,no,yes,yes,yes,no,no,no
3391,Hidden Gem Bali Stays in KL,yes,yes,no,no,yes,no,yes,no,no,no
3392,Tropicana The Residences - KLCC By Luxury World,yes,yes,no,no,yes,no,yes,no,no,no
3393,1Orange Hotel Sri Petaling,yes,yes,yes,no,no,no,yes,no,no,no
3394,D'Majestic by Lush Living,yes,yes,yes,no,yes,no,yes,no,no,no
3395,The Luxe By Infinitum by QC,no,no,yes,no,yes,no,no,no,no,no
3396,Verdant Hill Hotel Kuala Lumpur,yes,yes,yes,no,yes,no,yes,American,no,no
3397,Royce Hotel Kuala Lumpur Sentral,yes,yes,yes,no,yes,no,yes,no,no,no
3398,Regalia Luxury Suites KLCC - by Cozy Stay,yes,yes,yes,yes,yes,no,no,no,no,no
3399,VORTEX SUITES KLCC by PNUT With NETFLIX,yes,no,yes,no,no,no,yes,no,no,no
3400,UTM Hotel & Residence,no,yes,yes,no,no,no,no,Continental, Halal, Asian
3401,Hotel 28 Titiwangsa,yes,no,yes,no,no,no,no,no,no,no
3402,AnCasa Hotel Kuala Lumpur by Ancasa Hotels & Resorts,yes,yes,yes,no,no,no,yes,Continental,no,no
3403,Millerz Square by KL Minsu,yes,yes,yes,no,yes,no,yes,no,no,no
3404,Travelodge Bukit Bintang,yes,yes,yes,no,no,no,yes,Asian, American,no
3405,"Pavilion Ceylon Hill Suites, Bukit Bintang",no,yes,yes,no,no,no,no,no,no,no
3406,The Philadesh Homestay @ Regalia Suites,yes,no,no,no,no,no,no,no,no,no
3407,Mercu Summer KLCC by Malenehom,no,yes,yes,no,yes,yes,yes,no,no,no
3408,Skypool REVO near Stadium Bukit Jalil LS21,yes,no,no,no,no,no,yes,no,no,no
3409,"Agile Mont Kiara, Kuala Lumpur",yes,no,no,no,no,no,no,no,no,no
3410,3 Towers By Shahjala Suites,yes,yes,yes,no,no,no,yes,no,no,no
3411,Sky Suites KLCC Kuala Lumpur,yes,yes,yes,no,no,yes,no,no,no,no
