sno,Hotel_Name,city,location,number_of_reviews,user_ratings,Star_Rating,review_score
3433,Summer Suites Express by Subhome,Kuala Lumpur,"No 8, Jalan Cendana Off Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",23,6.6,3,Pleasant
3434,Lexa Residences at KL,Kuala Lumpur,"A16-05, Lexa residence, Jalan 34/26, Wangsa Maju, 53300 Kuala Lumpur A 16-05, 53300 Kuala Lumpur, Malaysia",1,10.0,5,Exceptional
3435,Scarletz KLCC By Starwood Lux,Kuala Lumpur,"25 Lorong Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",44,8.5,3,Very good
3436,KL Opus Suite Kuala Lampur Merdeka 118,Kuala Lumpur,"82 Jalan Talalla 2-13-01, 50460 Kuala Lumpur, Malaysia",4,10.0,5,Exceptional
3437,Pullman Kuala Lumpur City Centre Hotel & Residences,Kuala Lumpur,"4 Jalan Conlay, Bukit Bintang, 50450 Kuala Lumpur, Malaysia",5930,8.4,4,Very good
3438,Pacific Express Hotel Central Market Kuala Lumpur,Kuala Lumpur,"Jalan Hang Kasturi, 50050 Kuala Lumpur, Malaysia",333,6.8,3,Pleasant
3439,Mercu Summer Suites KLCC by SS Residence,Kuala Lumpur,"Mercu Summer Suites, 8, Jalan Cendana, Kampung Baru, 50250 Kuala Lumpur, Malaysia",204,8.7,3,Fabulous
3440,Villa Samadhi by Samadhi - Adults Only,Kuala Lumpur,"No. 8, Jalan Madge, Off Persiaran Madge, Jalan U-Thant, 55000 Kuala Lumpur, Malaysia",236,8.5,3,Very good
3441,Scarletz Suites at KLCC by Veedu Hauz,Kuala Lumpur,"25 Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",14,9.1,3,Superb
3442,Oakwood Hotel and Residence Kuala Lumpur,Kuala Lumpur,"222, Jalan Ampang, 50450 Kuala Lumpur, Malaysia",1780,8.3,3,Very good
3443,M city service suite KLCC,Kuala Lumpur,"Jalan Ampang M city, 50450 Kuala Lumpur, Malaysia",62,9.2,2,Superb
3444,Banyan Signatures Pavilion Kuala Lumpur by Opus Hospitality,Kuala Lumpur,"2, Jalan Conlay, Bukit Bintang, Kuala Lumpur, 50450 Kuala Lumpur, Malaysia",323,8.1,5,Very good
3445,Regalia Suites 109 - Kuala Lumpur,Kuala Lumpur,"Unit #A13 - 06, No. 2, Jalan Anjung Putra, Off Jalan Sultan Ismail, Chow Kit, 50240 Kuala Lumpur, Malaysia",151,6.1,3,Pleasant
3446,Anggun Residence KL by F&F,Kuala Lumpur,"8 Jalan Medan Tuanku, Chow Kit, 50300 Kuala Lumpur, Malaysia",0,0.0,4,
3447,SMART SUITE AT TIMES SQUARE KL,Kuala Lumpur,"Berjaya times square. East Entarance  .55100, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",31,7.2,5,Good
3448,Chambers Residence by Grand Royal Suites,Kuala Lumpur,"Jalan Ipoh Kecil, Chow Kit, 50350 Kuala Lumpur, Malaysia",40,8.4,4,Very good
3449,Taragon Residences,Kuala Lumpur,"136, Changkat Thambi Dollah, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",135,6.9,3,Pleasant
3450,Blue Sky by Infinitum Suites KLCC,Kuala Lumpur,"The Colony by infinitum, Chow Kit, 50300 Kuala Lumpur, Malaysia",0,0.0,4,
3451,Bukit Bintang Times Sq Lalaport WFoosball 75,Kuala Lumpur,"12 Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",3,9.3,4,Superb
3452,One Bukit Ceylon by Home Suites,Kuala Lumpur,"1 Lorong Ceylon, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",51,8.0,3,Very good
3453,Pacific Regency Hotel Suites,Kuala Lumpur,"KH Tower, Jalan Punchak, Off Jalan P.Ramlee 50250 Kuala Lumpur, Malaysia, 50250 Kuala Lumpur, Malaysia",1643,7.4,3,Good
3454,10 Semantan Residences,Kuala Lumpur,"10 Semantan Block A Jalan Semantan, Bukit Damansara, 50490 Kuala Lumpur, Malaysia",2,8.5,5,Very good
3455,The Platinum KLCC by Arman,Kuala Lumpur,"1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",847,8.2,4,Very good
3456,"Hotel Stripes Kuala Lumpur, Autograph Collection",Kuala Lumpur,"25 Jalan Kamunting, Chow Kit, 50300 Kuala Lumpur, Malaysia",1628,8.6,4,Fabulous
3457,The Quay Hotel Bukit Bintang,Kuala Lumpur,"78 亚罗街 Jalan Alor, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",79,6.3,4,Pleasant
3458,Neu Suites Residence by Five Senses,Kuala Lumpur,"Jalan Nipah, 55000 Kuala Lumpur, Malaysia",5,7.4,4,Good
3459,i-Hotel Kuala Lumpur,Kuala Lumpur,"143, Jalan Maharajalela,, 51050 Kuala Lumpur, Malaysia",234,5.2,3,Passable
3460,Dua Sentral KL by Five Senses,Kuala Lumpur,"8 Jalan Tun Sambanthan Dua Sentral, 50470 Kuala Lumpur, Malaysia",325,7.4,4,Good
3461,Bintang Sky Villa Suites Times Square KL,Kuala Lumpur,"Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",16,7.7,4,Good
3462,KLoe Hotel,Kuala Lumpur,"227 Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",1533,9.0,5,Superb
3463,Hotel VGO,Kuala Lumpur,"Jalan Melati Utama 4 No. 3 & 5, Taman Melati Utama, 53100 Kuala Lumpur, Malaysia",186,7.0,2,Good
3464,Master Room in klcc,Kuala Lumpur,"Jalan Cendana, 50300 Kuala Lumpur, Malaysia",0,6.2,4,Host review score
3465,Smile Hotel Cheras Sri Permaisuri,Kuala Lumpur,"28 Jalan Dwitasik 28 jalan dwitasik, bandar sri permaisuri 56000 kuala lumpur, 56000 Kuala Lumpur, Malaysia",66,7.0,4,Good
3466,Maytower Studio Apartment,Kuala Lumpur,"7 Jalan Munshi Abdullah, 50100 Kuala Lumpur, Malaysia",0,0.0,4,
3467,"Leo Palace New Wing, WTC Kuala Lumpur",Kuala Lumpur,"No.18 Jalan Rahmat , Off Jalan Sultan Azlan Shah,(Jalan Ipoh) 50350 Kuala Lumpur ,Malaysia, Chow Kit, 50350 Kuala Lumpur, Malaysia",831,7.2,5,Good
3468,Ekocheras family suites 2 bedrooms for 6 pax,Kuala Lumpur,"Jalan Cheras, 56000 Kuala Lumpur, Malaysia",0,8.1,5,Host review score
3469,Times Service Suites @ Times Square,Kuala Lumpur,"A22-16, Berjaya Times Square. No 1, Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",162,7.2,4,Good
3470,BBCC Apartments At Lucentia,Kuala Lumpur,"Lucentia  residents, 55200 Kuala Lumpur, Malaysia",78,7.9,4,Good
3471,Sunway Velocity Hotel Kuala Lumpur,Kuala Lumpur,"Lingkaran SV, Sunway Velocity, 55100 Kuala Lumpur, Malaysia",1234,8.4,3,Very good
3472,Societe Suites by Lyfehaus,Kuala Lumpur,"Jalan 27/70a, 50480 Kuala Lumpur, Malaysia",16,8.8,4,Fabulous
3473,The Bed Bukit Bintang,Kuala Lumpur,"Fahrenheit88, Lot 506 & 502, Level 5, No 179, Jalan Gading, Bukit Bintang,, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",35,8.9,4,Fabulous
3474,KL Cozy Suite Times Square,Kuala Lumpur,"East tower, berjaya time square 1, Jalan Imbi, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",183,7.4,4,Good
3475,Swing & Pillows - Sg Wang Bukit Bintang,Kuala Lumpur,"74 - 76 Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",13,6.5,5,Pleasant
3476,Continew Residences TRX Lux Pool View,Kuala Lumpur,"315 Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia",75,9.2,4,Superb
3477,Hotel Aman Kuala Lumpur,Kuala Lumpur,"35 Jalan Barat, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",332,8.5,3,Very good
3478,"Hyatt House Kuala Lumpur, Mont Kiara",Kuala Lumpur,"G-2 Arcoris, No 10, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Malaysia",787,8.4,4,Very good
3479,Summer Suites Klcc Holiday Homes,Kuala Lumpur,"Jalan Cendana, 50250 Kuala Lumpur, Malaysia",20,7.8,4,Good
3480,AXON RESIDENCES AT BUKIT BINTANG KUALA LAMPUR,Kuala Lumpur,"Jalan Walter Granier A-30-12, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",36,9.3,4,Superb
3481,Axon Suites Bukit Bintang by Prestige,Kuala Lumpur,"Jalan Walter Granier Axon Residence, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",3,10.0,3,Exceptional
3482,Ibis Styles Kuala Lumpur Fraser Business Park,Kuala Lumpur,"Metro Pudu 1, Jalan Metro Pudu 2, Fraser Business Park, 55200 Kuala Lumpur, Malaysia",506,7.7,4,Good
3483,Pavillion Embassy Service Apartment by Autumn Suites Premium Stay,Kuala Lumpur,"Jalan Ampang, 50450 Kuala Lumpur, Malaysia",47,9.0,4,Superb
3484,Expressionz Professional Suites by Autumn Suites Premium Stay,Kuala Lumpur,"1 Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia",170,8.1,4,Very good
3485,ESQ Shamelin Hotel,Kuala Lumpur,"38-1-2, Jalan 4/91 Taman Shamelin Perkasa, 56100 Kuala Lumpur, Malaysia",186,7.1,4,Good
3486,Star At KLCC by FZB,Kuala Lumpur,"1 Jalan Yap Kwan Seng , Star Residence One lobby, 50450 Kuala Lumpur, Malaysia",198,8.1,4,Very good
3487,Times Square Super Suite at KL,Kuala Lumpur,"1 Jalan Imbi A-25-09, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",67,7.3,2,Good
3488,"Capri by Fraser, Bukit Bintang",Kuala Lumpur,"No. 160 Jalan Imbi Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",1919,8.9,3,Fabulous
3489,Ekocheras Suite,Kuala Lumpur,"EkoCheras Mall, Taman Mutiara Barat, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia, 56000 Kuala Lumpur, Malaysia",173,7.8,3,Good
3490,富丽堂皇2卧5人亲子度假#美食城#无线网路免费停车#允许烹饪#Millerz2802,Kuala Lumpur,"Jalan Klang Lama C-28-02, 58000 Kuala Lumpur, Malaysia",0,0.0,4,
3491,NUNA SUITES AT LEGASI KAMPONG BHARU KLCC,Kuala Lumpur,"Legasi kampong bharu Block A Lobby, 50300 Kuala Lumpur, Malaysia",0,0.0,3,
3492,Hotel 99 Kuala Lumpur City,Kuala Lumpur,"44A - 44B, Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",356,5.9,4,Passable
3493,Raissa Boutique Hotel,Kuala Lumpur,"17 Jalan Bedara, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",173,7.7,4,Good
3494,Robertson by Shahjalal Suites,Kuala Lumpur,"Jalan Robertson, Bukit Bintang, Kuala Lumpur, Malaysia",54,7.1,4,Good
3495,KL Gateway Residency,Kuala Lumpur,"Jalan Kerinchi, Kampung Kerinchi, 59200 Kuala Lumpur, Malaysia",140,8.6,5,Fabulous
3496,Urban Living Residence,Kuala Lumpur,"Jalan ilmu off Jalan Universiti, 59100 Kuala Lumpur, Malaysia",706,7.6,5,Good
3497,EkoCheras Suite by MOKA,Kuala Lumpur,"EkoCheras Mall, Taman Mutiara Barat, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia, 56000 Kuala Lumpur, Malaysia",124,8.3,3,Very good
3498,Asia Like Boutique Hotel,Kuala Lumpur,"202 Jalan Pudu Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",421,7.3,4,Good
3499,Chambers suites 424,Kuala Lumpur,"2 jalan Ipoh kecil Residensi kamar putra , chow kit ,50350 kalau Lumpur, Malaysia.850 feet trian station ⛽ ( PWTC & SUNWAY PUTRA MALL ) 1.3 MILES FROM CENTRE, Chow Kit, 50350 Kuala Lumpur, Malaysia",16,8.9,4,Fabulous
3500,Alia Premier KLCC,Kuala Lumpur,"138, Jalan Ampang, Kampung Baru, , 50450 Kuala Lumpur, Malaysia",465,8.2,4,Very good
3501,Cozy Urban Retreat - Ampang KL,Kuala Lumpur,"1 Jalan Ampang M City Lobby 1, 55000 Kuala Lumpur, Malaysia",0,0.0,5,
3502,Ceylonz KLCC by Perfect Host,Kuala Lumpur,"09-01, Ceylonz Suites, Bukit Kewangan, 50200 Kuala Lumpur, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",2013,8.1,3,Very good
3503,Pan Pacific Serviced Suites Kuala Lumpur,Kuala Lumpur,"Jalan Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Malaysia",431,8.8,4,Fabulous
3504,Soho Suites klcc by i.desk,Kuala Lumpur,"Persiaran KLCC, 50450 Kuala Lumpur, Malaysia",59,7.6,4,Good
3505,The Platinum Kuala Lumpur by LUMA,Kuala Lumpur,"Jalan Sultan Ismail, C-31-01, 50250 Kuala Lumpur, Malaysia",4127,7.9,4,Good
3506,KLCC Homestay Vacation FREE WIFI at Sky Suites KLCC by Birdy Stay,Kuala Lumpur,"18 Jalan P. Ramlee Sky Suites @ KLCC, 50250 Kuala Lumpur, Malaysia",398,7.6,4,Good
3507,Aurora Place Suites Kuala Lumpur Bukit Jalil by Rasa Sayang,Kuala Lumpur,"1 Persiaran Jalil 1 03-05-06, Revo Aurora Place, Bukit Jalil, 57000 Kuala Lumpur, Malaysia",132,6.9,3,Pleasant
3508,Summer suites near by KLCC,Kuala Lumpur,"Jalan Cendana, 50300 Kuala Lumpur, Malaysia",69,9.4,3,Superb
3509,The Robertson Kuala Lumpur,Kuala Lumpur,"Idaman Robertson, No 2, Jalan Robertson, Bukit Bintang, 50150 Kuala Lumpur, Malaysia",1642,7.5,4,Good
3510,OYO 90780 J Hotel Bukit Bintang,Kuala Lumpur,"30, Lorong Walter Grenier, Kampung Dollah, Kuala Lumpur, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",31,4.5,5,Disappointing
3511,Platinum Suites KLCC By Classy,Kuala Lumpur,"1020 Jalan Sultan Ismail The Face Platinum Suits, 50300 Kuala Lumpur, Malaysia",147,7.9,3,Good
3512,ComfyHomes M101 Dang Wangi Pool KLCC View,Kuala Lumpur,"M101 Dang Wangi, Chow Kit, 50300 Kuala Lumpur, Malaysia",70,6.3,3,Pleasant
3513,Millennium Suite at Lucentia,Kuala Lumpur,"Lucentia residence, Bukit Bintang city centre, jalan pudu,55100, 55100 Kuala Lumpur, Malaysia",3,9.7,3,Exceptional
3514,Societe Suites,Kuala Lumpur,"Jalan 27/70a Societe, 50480 Kuala Lumpur, Malaysia",0,0.0,3,Exceptional
3515,Scarletz Mana-Mana Suites KLCC,Kuala Lumpur,"Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",720,8.3,3,Very good
3516,Cititel Mid Valley,Kuala Lumpur,"Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur, Malaysia",1670,7.8,4,Good
3517,ASTORIA AMPANG,Kuala Lumpur,"Jalan Bemban, 55000 Kuala Lumpur, Malaysia",8,8.1,4,Very good
3518,Sweetness studio klcc view,Kuala Lumpur,"The colony infinitum, 50400 Kuala Lumpur, Malaysia",0,0.0,3,
3519,Mercu Summer Suite KLCC @ Penguin Homes,Kuala Lumpur,"Jalan Cendana, 50250 Kuala Lumpur, Malaysia",406,8.4,4,Very good
3520,Arte Mont Kiara by Autumn Suites Premium Stay,Kuala Lumpur,"Jalan Sultan Haji Ahmad Shah, 50480 Kuala Lumpur, Malaysia",358,8.2,4,Very good
3521,Hotel Summer View,Kuala Lumpur,"165, Jalan Sultan Abdul Samad, Off Jalan Tun Sambathan 4, Brickfields, Brickfields, 50470 Kuala Lumpur, Malaysia",163,8.1,3,Very good
3522,E&O Residences Kuala Lumpur,Kuala Lumpur,"No 1, Jalan Tengah, Off Jalan Sultan Ismail, 50450 Kuala Lumpur, 50450 Kuala Lumpur, Malaysia",1119,7.8,4,Good
3523,KL One Residence by Nest Home [Infinity Pool & KL Skyline],Kuala Lumpur,"134 Jalan Sungai Besi One Residence, 55200 Kuala Lumpur, Malaysia",88,9.0,5,Superb
3524,Paradise Suites at Eaton KLCC,Kuala Lumpur,"26 Jalan Kia Peng Eaton Residences KL, 50450 Kuala Lumpur, Malaysia",344,9.7,3,Exceptional
3525,RM203 Bukit Bintang Balcony Studio Infinity Pool,Kuala Lumpur,"1 Lorong Ceylon, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",0,0.0,4,
3526,Hotel Grand Continental Kuala Lumpur,Kuala Lumpur,"Jalan Belia / Jalan Raja Laut, Chow Kit, 50350 Kuala Lumpur, Malaysia",293,7.5,4,Good
3527,Times square new B&M service suite at KL,Kuala Lumpur,"Berjaya times square east tower A 32-19,1jalan imbi 55100kualampur45, bukit bintang kualampur malaysia A 32-19, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",30,8.1,2,Very good
3528,188 Suites by NamaStay,Kuala Lumpur,"B-12-9, 188 suites, Jalan Cendana 50250 WPKL, 50250 Kuala Lumpur, Malaysia",478,8.6,3,Fabulous
3529,The Platinum KLCC,Kuala Lumpur,"1020 Jalan Sultan Ismail , Platinum Suites , 50250 Kuala Lumpur, Malaysia",41,8.9,5,Fabulous
3530,Scarletz Suites KLCC Twin Tower by Purple Orchid,Kuala Lumpur,"Scarletz Suites, 25, Jalan Yap Kwan Seng, Kuala Lumpur City Centre, Wilayah Persekutuan Kuala Lumpur, 50450 Kuala Lumpur, Malaysia",270,8.2,3,Very good
3531,OYO 552 Hotel Kl Centre Point,Kuala Lumpur,"First Floor, Unit 56, Jalan Hang Kasturi, Kuala Lumpur City Centre, 50050 Kuala Lumpur, Malaysia",126,4.6,3,Disappointing
3532,Mercu Summer Suites KLCC by Veedu Hauz,Kuala Lumpur,"Mercu Summer Suites, 8, Jalan Cendana, WP, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, 50250 Kuala Lumpur, Malaysia",79,8.8,4,Fabulous
3533,TBS Rest & Go Transit Motel,Kuala Lumpur,"Jalan Terminal Selatan Lot 20 ,  Level 4 ,Terminal Bersepadu Selatan, 57100 Kuala Lumpur, Malaysia",180,5.9,4,Passable
3534,Pacific Express Hotel Chinatown,Kuala Lumpur,"NO 32 JALAN TUN TAN CHENG LOCK, 50050 Kuala Lumpur, Malaysia",487,7.2,4,Good
3535,Minutepointhome by Marcu summer suits,Kuala Lumpur,"Marcu summer suits,Jalan chandana, 50250 Kuala Lumpur, Malaysia",0,0.0,4,
3536,Vortex Suites KLCC by Luna,Kuala Lumpur,"Vortex Suites & Residences, Suite 6-5, 12 Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",1002,8.0,3,Very good
3537,KL GOLDEN SERVICE SUITE AT TIMES SQUARE,Kuala Lumpur,"1 Jalan Imbi,Berjaya Times Square,A35-21,Bukit Bintang,Kuala Lumpur, Malaysia, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",1,9.0,4,Superb
3538,AXON BUKIT BINTANG SERVICE APARTMENT,Kuala Lumpur,"Jalan padang walter Grenier,Bukit Bintang, Kuala Lumpur, KLCC, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",2,10.0,3,Exceptional
3539,Anggun KLCC Kuala Lumpur by Homesphere,Kuala Lumpur,"8 Jalan Medan Tuanku, Chow Kit, 50300 Kuala Lumpur, Malaysia",5,8.2,3,Very good
3540,Adya Hotel Kuala Lumpur,Kuala Lumpur,"No. 27, Jalan Tuanku Abdul Rahman, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, 50100 Kuala Lumpur, Malaysia",166,6.9,3,Pleasant
3541,6-Ceylon,Kuala Lumpur,"31-5, 6 CEYLON, JALAN CEYLON, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",2,7.0,4,Good
3542,Continew Residence by Cobnb,Kuala Lumpur,"315 Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia",165,8.6,3,Fabulous
3543,Springz Hotel-Bukit Jalil,Kuala Lumpur,"Jalan 1/149e Endah Promenade, Bukit Jalil, Sri Petaling, 57000 Kuala Lumpur, Malaysia",375,7.0,4,Good
3544,[Sky Infinity Pool] Modern Suite @ Mid Valley KL,Kuala Lumpur,"357 Jalan Klang Lama, 58200 Kuala Lumpur, Malaysia",0,0.0,4,Exceptional
3545,Millerz Square Premier Suites Kuala Lumpur,Kuala Lumpur,"No 357, Jalan Kelang Lama, 58000  Kuala Lumpur, Malaysia",3,4.0,4,Disappointing
3546,Arte Mont Kiara Pool View,Kuala Lumpur,"Arte Mont Kiara, Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, Mont Kiara LEVEL 08-11, 50480 Kuala Lumpur, Malaysia",11,9.6,3,Exceptional
3547,Axon Serviced Suites Kuala Lumpur,Kuala Lumpur,"Jalan Walter Granier Axon Residence, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",1,10.0,4,Exceptional
3548,The Robertson @ 118 Tower Super View,Kuala Lumpur,"2, Jalan Robertson, Bukit Bintang, Bukit Bintang, 50150 Kuala Lumpur, Malaysia",16,8.4,4,Very good
3549,Expressionz Leisure Suites KLCC,Kuala Lumpur,"30 Jalan 1/65A, 50400 Kuala Lumpur, Malaysia",17,6.6,2,Pleasant
3550,Citizen2 Sunway Mid Valley Suites,Kuala Lumpur,"2 Jalan Nusantara Petaling 38-03, 58000 Kuala Lumpur, Malaysia",0,0.0,3,Fabulous
3551,Faced platinum serviced suites,Kuala Lumpur,"Jalan Sultan Ismail The face, 50250 Kuala Lumpur, Malaysia",76,8.5,3,Very good
3552,Sky Suites KLCC KL Home,Kuala Lumpur,"Jalan P. Ramlee, 50250 Kuala Lumpur, Malaysia",156,7.8,4,Good
3553,Vortex suites klcc by Heaven,Kuala Lumpur,"Vortex, 50250 Kuala Lumpur, Malaysia",2,9.5,3,Exceptional
3554,Sidemen Suites at Platinum KLCC,Kuala Lumpur,"Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",5,9.6,1,Exceptional
3555,Anggun Service Suite KLCC,Kuala Lumpur,"8 Jalan Medan Tuanku 30-09, Chow Kit, 50300 Kuala Lumpur, Malaysia",13,8.2,3,Very good
3556,Standard Cozy Room in the House Near KLCC,Kuala Lumpur,"Jalan Sentul Pasar, 51100 Kuala Lumpur, Malaysia",1,1.0,4,Bad
3557,188 Suites KLCC,Kuala Lumpur,"10 Jalan Cendana B-06-02, 188 Suites, 50450 Kuala Lumpur, Malaysia",162,8.0,2,Very good
3558,NO.8 Times Suites,Kuala Lumpur,"unit 902. 8 Kia Peng Suites. No 8 Jalan Changkat Kia Peng 8 Kia Peng Suites, 50450 Kuala Lumpur, Malaysia",21,7.4,5,Good
3559,Hotel AL Amin,Kuala Lumpur,"19 Jalan Tun Perak Wisma Lau Chung, 50050 Kuala Lumpur, Malaysia",1151,6.4,3,Pleasant
3560,Scarletz Suites KLCC by De Harlequins Guesthouse,Kuala Lumpur,"Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",55,7.9,3,Good
3561,Malaysia Suites at Times Square KL,Kuala Lumpur,"1 Jalan Imbi Suite A1812, Berjaya Times Square East Wing., Bukit Bintang, 55100 Kuala Lumpur, Malaysia",88,7.3,3,Good
3562,The Axon Bukit Bintang By Awesomestay,Kuala Lumpur,"The Axon Bukit Bintang Jln Gading, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur 4PW7+CP Kuala Lumpur, Federal Territory of Kuala Lumpur 40, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",4,5.0,4,Passable
3563,Sky Suites KLCC by Autumn Suites Premium Stay,Kuala Lumpur,"Jalan P. Ramlee, 50250 Kuala Lumpur, Malaysia",515,7.1,4,Good
3564,Soho Suites KLCC by Wakely Kuala Lumpur,Kuala Lumpur,"Unit A3-30-2, 20 Jalan Perak, Soho Suites KLCC, 50450 Kuala Lumpur, Malaysia",0,0.0,3,Exceptional
3565,Ceylonz Suite by Travelet,Kuala Lumpur,"3 Persiaran Raja Chulan, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",0,0.0,4,
3566,Ceylonz Suites by EdenZpace,Kuala Lumpur,"3 Persiaran Raja Chulan Ceylonz Suites, Bukit Bintang, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",412,8.4,3,Very good
3567,Vortex KLCC Suites by Homestay,Kuala Lumpur,"Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",703,8.1,4,Very good
3568,Hotel Royal Signature,Kuala Lumpur,"17-21 Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",0,0.0,4,
3569,"Berjaya Times Square Hotel, Kuala Lumpur",Kuala Lumpur,"No.1, Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",2717,7.4,5,Good
3570,Family Apartment At Times Square,Kuala Lumpur,"1 Jalan Imbi Suite A1720, Berjaya Times Square East Wing., Bukit Bintang, 55100 Kuala Lumpur, Malaysia",419,7.5,3,Good
3571,Serviced Apartments @ Times Square Kuala Lumpur,Kuala Lumpur,"A2817, East Tower, Berjaya Times Square, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",321,8.0,3,Very good
3572,The Scott Garden,Kuala Lumpur,"289 Jalan Klang Lama The Scott Garden, Block A, 58200 Kuala Lumpur, Malaysia",4,6.2,3,Pleasant
3573,Infini Suites@ D'Majestic Place Kuala Lumpur,Kuala Lumpur,"376 Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",33,8.6,4,Fabulous
3574,"KL Sentral, EST Bangsar by SkyLimit Suites",Kuala Lumpur,"The Establishment Alila Bangsar, 58, Jalan Ang Seng, Brickfields, 50470 Kuala Lumpur, Malaysia",136,8.5,4,Very good
3575,Dorsett Kuala Lumpur,Kuala Lumpur,"172 Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",5546,7.4,3,Good
3576,Skyblox@skysanctuary,Kuala Lumpur,"Jalan Air Panas skyblox@skysanctuary, 53200 Kuala Lumpur, Malaysia",1,6.0,4,Pleasant
3577,Arte Mont Kiara X Sonno,Kuala Lumpur,"Arte Mont Kiara, 50480 Kuala Lumpur, Malaysia",1,9.0,5,Superb
3578,Hotel Caliber,Kuala Lumpur,"46-56 Jalan 5/101C, Off Jalan Kaskas, Taman Cheras, 56100  Kuala Lumpur, Malaysia",179,6.7,4,Pleasant
3579,Cormar Kuala Lumpur by Scape Stay,Kuala Lumpur,"10 Jalan Perak, 50450 Kuala Lumpur, Malaysia",3,7.3,3,Good
3580,Grand Suites At Opus Kuala Lumpur,Kuala Lumpur,"2-13-1, RESIDENSI OPUS NO.8  JLN TALALLA, 50450 Kuala Lumpur, Malaysia",113,8.5,5,Very good
3581,Vortex Service Suites KLCC KL,Kuala Lumpur,"VORTEX SUITES, 6-5, KLCC, 12, JALAN Sultan Ismail, Kuala Lumpur City Centre, Malaysia., 50250 Kuala Lumpur, Malaysia",36,7.6,4,Good
3582,Opus Residences by Opus Hospitality,Kuala Lumpur,"82 Jalan Talalla, 50460 Kuala Lumpur, Malaysia",436,8.7,4,Fabulous
3583,Silka Maytower Kuala Lumpur,Kuala Lumpur,"No. 7, Jalan Munshi Abdullah, 50100 Kuala Lumpur, Malaysia",767,7.2,3,Good
3584,Hotel Mezzo,Kuala Lumpur,"532, Batu 3 1/4, Jalan Cheras, 56100 Kuala Lumpur, Malaysia",89,7.3,3,Good
