sno,Hotel_Name,city,location,number_of_reviews,user_ratings,Star_Rating,review_score
3585,Scarletz Suites KLCC,Kuala Lumpur,"Jalan Yap Kwan Seng Scarletz Suites, 50450 Kuala Lumpur, Malaysia",41,7.4,4,Good
3586,Summer Suite KLCC By Citybox,Kuala Lumpur,"8, Jalan Cendana, Off Jalan Sultan Ismail, 50250, Kuala Lumpur City-Centre, Kuala Lumpur, 50250, Malaysia, 50250 Kuala Lumpur, Malaysia",88,8.2,4,Very good
3587,Millerz Square by Mykey Global,Kuala Lumpur,"Jalan 1/13a Old Klang Road,, 58000 Kuala Lumpur, Malaysia",313,9.1,3,Superb
3588,Reliance Service Suite@ Times square,Kuala Lumpur,"No. 1 Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",53,7.8,4,Good
3589,Dua Sentral by Cobnb,Kuala Lumpur,"8 Jalan Tun Sambanthan Dua Sentral, 50470 Kuala Lumpur, Malaysia",59,7.3,4,Good
3590,Maxhome at Lucentia Bukit Bintang City centre KL,Kuala Lumpur,"Lucentia Tower 1 & 2, Bukit Bintang City Centre, Jln Pudu, Bukit Bintang, Bukit Bintang, 55100  Kuala Lumpur, Malaysia",192,7.6,5,Good
3591,EkoCheras Luxury ID Duplex link MRT,Kuala Lumpur,"J-28-3A Ekocheras , Jalan Cheras Batu 5, 56000 Kuala Lumpur, 56000 Kuala Lumpur, Malaysia",3,10.0,4,Exceptional
3592,T-Hotel Bukit Bintang,Kuala Lumpur,"No. 42, Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",252,5.0,4,Passable
3593,The Signature Hotel & Serviced Suites Kuala Lumpur,Kuala Lumpur,"3, Jalan Sri Hartamas 22, Desa Sri Hartamas, 50480 Kuala Lumpur, Malaysia",866,8.6,3,Fabulous
3594,1 min to Pavilion KL Heart of Bukit Bintang by GBS,Kuala Lumpur,"Jalan Walter Granier, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",5,9.6,4,Exceptional
3595,Hotel New Winner,Kuala Lumpur,"No.11, Jalan Thambipillai, Off Jalan Tun Sambanthan, Brickfields, Brickfields, 50470 Kuala Lumpur, Malaysia",41,6.9,3,Pleasant
3596,Hotel Raja Bot,Kuala Lumpur,"78 Jalan Raja Bot 78-G,78-M,78-1,78-2,78-3,80-2,80-3, Chow Kit, 50300 Kuala Lumpur, Malaysia",590,7.4,5,Good
3597,Platinum Suites KLCC by Luxurinn Bukit Bintang,Kuala Lumpur,"1020 Jalan Sultan Ismail D-11-8, 50300 Kuala Lumpur, Malaysia",2,10.0,5,Exceptional
3598,[PROMO]Connect Nexus Camellia Suites 2 Room,Kuala Lumpur,"2 Jalan Kerinchi, 59200 Kuala Lumpur, Malaysia",1,7.0,3,Good
3599,Arte Plus Kuala Lumpur,Kuala Lumpur,"Lorong Ampang Ulu T3-3A-03 Arte Plus, 55000 Kuala Lumpur, Malaysia",206,7.7,3,Good
3600,Continew Residensi 2bedrooms for 5pax TRX View,Kuala Lumpur,"315 Jalan Tun Razak Continew Residensi B-35-06, 50400 Kuala Lumpur, Malaysia",0,0.0,4,
3601,Earls Court East Serviced Apartments,London,"Kensington and Chelsea, London, SW5 9SX, United Kingdom",883,8.1,4,Very good
3602,The Ned,London,"Poultry 27, City of London, London, EC2R 8AJ, United Kingdom",828,8.7,5,Fabulous
3603,Premier London Apartments Near Camden markets & very close to tube stations by Sojo Stay,London,"1 Hungerford Road, Islington, London, N7 9LA, United Kingdom",28,9.1,4,Superb
3604,City Apartments Kings Cross,London,"SWINTON STREET, Camden, London, WC1X 9NL, United Kingdom",735,7.6,3,Good
3605,Central London Luxury Studios Fulham Close to Underground Newly Refurbished,London,"2940 Dawes Road, Hammersmith and Fulham, London, SW6 7EN, United Kingdom",135,8.8,4,Fabulous
3606,Hawkwood Apartments,London,"6 Hawkwood Mount, Hackney, London, E5 9EQ, United Kingdom",206,8.2,4,Very good
3607,Admiral Hardy,London,"7 College Approach Greenwich, Greenwich, London, SE10 9HY, United Kingdom",655,8.7,4,Fabulous
3608,London Studios Very Close to Central Line Underground Shepherds Bush and Westfield Newly Refurbished,London,"6911 Lime Grove, Hammersmith and Fulham, London, W12 8EA, United Kingdom",419,7.9,4,Good
3609,"Maldron Hotel Finsbury Park, London",London,"240 Seven Sisters Road Finsbury Park, Islington, London, N4 2HX, United Kingdom",238,8.5,4,Very good
3610,Drummond rooms,London,"Drummond Street, Camden, London, NW1 2PH, United Kingdom",0,0.0,3,
3611,Princes Square,London,"23-25 Princes Square, Off Ilchester Gardens, Westminster Borough, London, W2 4NJ, United Kingdom",357,7.3,5,Good
3612,Great Rooms in Stepney Green Station - 12,London,"12 Tollet Street, Tower Hamlets, London, E1 4EE, United Kingdom",68,7.3,3,Good
3613,Plaistow Cosy Double Rooms - 8,London,"8 Morley Road, Newham, London, E15 3HG, United Kingdom",60,7.4,3,Good
3614,Zedwell Underground Tottenham Court Rd,London,"112 Great Russell Street, Camden, London, WC1B 3NQ, United Kingdom",983,6.4,3,Pleasant
3615,"The May Fair, A Radisson Collection Hotel, Mayfair London",London,"Stratton Street, Mayfair, Westminster Borough, London, W1J 8LT, United Kingdom",4058,8.1,2,Very good
3616,ibis London Stratford,London,"1A Romford Road, E15 4LJ, Newham, London, E15 4LJ, United Kingdom",2664,7.8,4,Good
3617,"Holiday Inn Express London Chingford, an IHG Hotel",London,"Walthamstow Avenue, Walthamstow, London, E4 8ST, United Kingdom",2673,7.1,3,Good
3618,Alexandra Hotel,London,"159 - 161 Sussex Gardens, Westminster Borough, London, W2 2RY, United Kingdom",4674,7.1,5,Good
3619,Homefield Lodge,London,"11 Central Way Homefield Lodge, Brent, London, NW10 7XQ, United Kingdom",230,8.1,4,Very good
3620,Fitzrovia Hotel,London,"20-28 Bolsover Street, Westminster Borough, London, W1W 5NB, United Kingdom",3379,7.8,4,Good
3621,Mile End Double Rooms 27 Guest house,London,"27A Burdett Road, Tower Hamlets, London, E3 4TN, United Kingdom",59,7.3,3,Good
3622,Keystone House,London,"6 Caledonian Road, Islington, London, N1 9DU, United Kingdom",2884,7.9,4,Good
3623,Royal Lancaster London,London,"Lancaster Terrace, Westminster Borough, London, W2 2TY, United Kingdom",5103,9.0,4,Superb
3624,"Radisson Blu Edwardian New Providence Wharf Hotel, London",London,"5 Fairmont Avenue, Canary Wharf, Tower Hamlets, London, E14 9JB, United Kingdom",5554,8.8,4,Fabulous
3625,The Tower Hotel,London,"St Katherines' Way, Tower Hamlets, London, E1W 1LD, United Kingdom",18257,7.8,4,Good
3626,Hyde Park Suites,London,"73 Inverness Terrace, Westminster Borough, London, W2 3JT, United Kingdom",935,6.8,4,Pleasant
3627,The Beaufort,London,"33 Beaufort Gardens, Kensington and Chelsea, London, SW3 1PP, United Kingdom",1665,7.3,5,Good
3628,Leonardo Royal London St Paul’s,London,"10 Godliman Street, City of London, London, EC4V 5AJ, United Kingdom",7540,8.5,3,Very good
3629,Hotel Saint London,London,"9 Aldgate High Street, City of London, London, EC3N 1AH, United Kingdom",1745,8.4,3,Very good
3630,Langham Court Hotel,London,"31-35 Langham Street, Westminster Borough, London, W1W 6BU, United Kingdom",2764,7.1,3,Good
3631,citizenM London Shoreditch,London,"6 Holywell Lane, Hackney, London, EC2A 3ET, United Kingdom",2879,8.7,3,Fabulous
3632,The Piccadilly London West End,London,"65-73 Shaftesbury Avenue, Westminster Borough, London, W1D 6EX, United Kingdom",4905,8.0,4,Very good
3633,The Brent Hotel - London - Wembley and Harrow,London,"165 Preston Hill, Brent, London, HA3 9UY, United Kingdom",182,7.9,4,Good
3634,Argyle Square Hotel,London,"21-22 Argyle square, Camden, London, WC1H 8AS, United Kingdom",1229,6.9,4,Pleasant
3635,London Lodge Hotel,London,"134 - 136 Lexham Gardens, Kensington and Chelsea, London, W8 6JE, United Kingdom",882,8.1,4,Very good
3636,CanningTown Double Rooms - 20,London,"20 Malmesbury Terrace, Newham, London, E16 4PL, United Kingdom",34,7.1,4,Good
3637,Tavistock Hotel,London,"48-55 TAVISTOCK SQUARE, Camden, London, WC1H 9EU, United Kingdom",2288,7.5,4,Good
3638,Mackenzie Suites,London,"MacKenzie Road, Islington, London, N7 8QY, United Kingdom",2,7.5,4,Good
3639,Park Avenue Bayswater Inn Hyde Park,London,"8-16 Princes Square, Westminster Borough, London, W2 4NT, United Kingdom",2463,7.4,4,Good
3640,Ember Locke,London,"202 Cromwell Road, Kensington and Chelsea, London, SW5 0SW, United Kingdom",78,8.9,4,Fabulous
3641,Best Western Mornington Hotel Hyde Park,London,"12 Lancaster Gate, Lancaster Gate, Westminster Borough, London, W2 3LG, United Kingdom",2986,7.3,4,Good
3642,Seraphine Hammersmith Hotel,London,"84 King Street, Hammersmith and Fulham, London, W6 0QW, United Kingdom",1403,7.8,3,Good
3643,Park Grand London Kensington,London,"33 - 37 Hogarth Road, Kensington and Chelsea, London, SW5 0QQ, United Kingdom",8446,8.0,4,Very good
3644,Stepney Green beds to stay 24,London,"Ernest Street 24, Tower Hamlets, London, E1 4LS, United Kingdom",152,7.6,4,Good
3645,The Westbridge Hotel Stratford,London,"335-337 High Street, Stratford, Newham, London, E15 2TF, United Kingdom",4579,8.2,5,Very good
3646,Hyde Park 4 Bedroom Superior Suite,London,"221 Bourne Terrace, Westminster Borough, London, W2 5TP, United Kingdom",12,6.8,4,Pleasant
3647,DoubleTree by Hilton Hotel London - Tower of London,London,"7 Pepys Street, City of London, London, EC3N 4AF, United Kingdom",11166,7.6,3,Good
3648,Hampton By Hilton London City,London,"12-20 Osborn Street, Tower Hamlets, London, E16TE, United Kingdom",591,8.5,4,Very good
3649,Tulse Hill Luxury Cosy Rooms,London,"18 Northstead Road, Lambeth, London, SW2 3JW, United Kingdom",331,8.7,3,Fabulous
3650,"Holiday Inn London Kensington High St., an IHG Hotel",London,"Wrights Lane, Kensington and Chelsea, London, W8 5SP, United Kingdom",8777,7.1,4,Good
3651,Ivy House Hotel,London,"18 Hugh St Pimlico, Westminster Borough, London, SW1V 1RP, United Kingdom",71,6.3,3,Pleasant
3652,Moxy London Stratford,London,"86 Great Eastern Road, Newham, London, E15 1GR, United Kingdom",4073,8.2,4,Very good
3653,Holloway Road Double rooms - 5,London,"5 margery fry court - tufnell park road, Islington, London, N7 0DR, United Kingdom",37,7.2,4,Good
3654,Mornington Hotel London Victoria,London,"25 Gloucester Street, Westminster Borough, London, SW1V 2DB, United Kingdom",1182,7.6,5,Good
3655,Magical Studios,London,"Brick Lane, Tower Hamlets, London, United Kingdom",18,4.9,4,Disappointing
3656,Montcalm Royal London House-City of London,London,"22-25 Finsbury Square, City , Islington, London, EC2A 1DX, United Kingdom",9168,8.3,3,Very good
3657,Palmers Lodge Swiss Cottage,London,"40 College Crescent , Camden, London, NW3 5LB, United Kingdom",1680,8.2,3,Very good
3658,Mile end Double rooms 86a,London,"86 Hamlets Way, Tower Hamlets, London, E3 4TL, United Kingdom",84,7.3,3,Good
3659,Sidney Hotel London-Victoria,London,"68-76 Belgrave Road, Victoria, Westminster Borough, London, SW1V 2BP, United Kingdom",10488,7.8,2,Good
3660,citizenM Tower of London,London,"40 trinity square, City of London, London, EC3N 4DJ, United Kingdom",6410,8.6,5,Fabulous
3661,Camden Apartments,London,"284 Camden Road, Islington, London, N7 0BJ, United Kingdom",351,7.1,4,Good
3662,DoubleTree by Hilton London – West End,London,"92 Southampton Row, Camden, London, WC1B 4BH, United Kingdom",2707,7.1,4,Good
3663,President Hotel,London,"56-60 Guilford Street, Camden, London, WC1N 1DB, United Kingdom",1690,7.3,4,Good
3664,DoubleTree by Hilton London – Docklands Riverside,London,"265a Rotherhithe Street, Southwark, London, SE16 5HW, United Kingdom",5897,7.9,5,Good
3665,The Lodge Hotel - Putney,London,"52-54 Upper Richmond Road, Wandsworth, London, SW15 2RN, United Kingdom",2212,8.5,5,Very good
3666,Hilton London Bankside,London,"2-8 Great Suffolk Street   , Southwark, London, SE1 0UG, United Kingdom",2713,8.9,3,Fabulous
3667,Hilton London Euston,London,"17-18 Upper Woburn Place, Camden, London, WC1H 0HT, United Kingdom",1961,7.1,4,Good
3668,"Holiday Inn Express Southwark, an IHG Hotel",London,"103 - 109 Southwark Street, Southwark, London, SE1 0JQ, United Kingdom",4089,8.2,3,Very good
3669,Royal Park Hotel,London,"86-92 Inverness Terrace, Westminster Borough, London, W2 3LD, United Kingdom",2518,7.0,4,Good
3670,Zedwell Greenwich,London,"Cavatina Point, 7 Harmony Place, Greenwich, London, SE8 3FB, United Kingdom",0,0.0,4,
3671,Manor Hotel,London,"23 Nevern Place, Kensington and Chelsea, London, SW5 9NR, United Kingdom",665,6.6,4,Pleasant
3672,One Hundred Shoreditch,London,"100 Shoreditch High Street, Hackney, London, E1 6JQ, United Kingdom",4313,8.7,5,Fabulous
3673,Hilton London Olympia,London,"380 Kensington High Street, Kensington and Chelsea, London, W14 8NL, United Kingdom",2332,7.0,4,Good
3674,Leamington Park Studio with Parking,London,"10 Leamington Park, London, W3 6TJ, United Kingdom",2,9.5,3,Exceptional
3675,NOX Edgware Road,London,"351 Edgware Road, Westminster Borough, London, W2 1BS, United Kingdom",1651,8.0,3,Very good
3676,London Hilton on Park Lane,London,"22 Park Lane, Westminster Borough, London, W1K 1BE, United Kingdom",1368,7.8,3,Good
3677,"Radisson Blu Edwardian Hampshire Hotel, London",London,"31-36 Leicester Square, Westminster Borough, London, WC2H 7LH, United Kingdom",3507,8.4,3,Very good
3678,Flexistay Norbury Aparthotel,London,"49 Norbury Crescent, London, SW16 4JS, United Kingdom",369,6.9,4,Pleasant
3679,Courtyard by Marriott London City Airport,London,"10 Connaught Road, Silvertown, Newham, London, E16 2AE, United Kingdom",2729,8.6,4,Fabulous
3680,St Mark Hotel,London,"4 Barkston Gardens, Kensington and Chelsea, London, SW5 0EN, United Kingdom",2166,5.4,4,Passable
3681,Hyatt Regency London Stratford,London,"10a Chestnut Plaza, Newham, London, E20 1GL, United Kingdom",2302,8.3,5,Very good
3682,Novotel London Greenwich,London,"173 - 185 Greenwich High Rd, Greenwich, London, SE10 8JA, United Kingdom",3451,7.5,4,Good
3683,"Radisson Blu Edwardian Vanderbilt Hotel, London",London,"68-86 Cromwell Road, Kensington, Kensington and Chelsea, London, SW7 5BT, United Kingdom",2588,7.7,5,Good
3684,The Barbican Rooms,London,"42-46 Chiswell Street, Islington, London, EC1Y 4SB, United Kingdom",3628,7.5,5,Good
3685,Regency Hotel Parkside,London,"25 Nottingham Place London W1U 5LL, Westminster Borough, London, W1U 5LL, United Kingdom",1256,8.0,4,Very good
3686,Kensal Lodge 2 Guest House,London,"2 College Road, Brent, London, NW10 5EN, United Kingdom",46,8.2,4,Very good
3687,Y2 guest house,London,"514 A Commercial Road, Tower Hamlets, London, E1 0HY, United Kingdom",199,5.6,5,Passable
3688,Kensington Rooms - Philbeach Gardens,London,"Kensington and Chelsea, London, SW5 9EA, United Kingdom",30,6.6,5,Pleasant
3689,Bridge Park Hotel,London,"16 Hillside, Brent, London, NW10 8BN, United Kingdom",2338,6.1,4,Pleasant
3690,The Nayland Hotel,London,"132-134 Sussex Gardens, Westminster Borough, London, W2 1UB, United Kingdom",1858,7.0,5,Good
3691,Red Lion Court by City2Stay,London,"9 Red Lion Court, London, London, City of London, London, EC4A 3EF, United Kingdom",206,8.6,5,Fabulous
3692,Whitfield Street Apartments,London,"64 Grafton Way, Camden, London, W1T 5DN, United Kingdom",35,8.8,5,Fabulous
3693,Luxurious Covent Garden Penthouse,London,"32 King Street, Westminster Borough, London, WC2E 8JD, United Kingdom",27,9.1,5,Superb
3694,Sun Street Hotel Shoreditch,London,"5-15 Sun Street, Hackney, London, EC2A 2EP, United Kingdom",451,8.9,5,Fabulous
3695,Beautiful apartment right off of Broadway Market,London,"16 Benjamin Close brougham, Hackney, London, E8 4NX, United Kingdom",16,8.1,4,Very good
3696,The Londoner,London,"38 Leicester Square, Westminster Borough, London, WC2H 7DX, United Kingdom",3567,9.1,5,Superb
3697,L'oscar London,London,"2-6 Southampton Row, Camden, London, WC1B 4AA, United Kingdom",271,9.3,5,Superb
3698,FANTASTIC COZY 3bed Hse London ExCEL Free Parking WIFI Sleeps 6,London,"20 Goldwing Close, Custom House Custom House, Newham, London, E16 3EQ, United Kingdom",22,8.3,4,Very good
3699,House close to kings cross,London,"38 granville square, Islington, London, WC1X 9PD, United Kingdom",184,8.5,4,Very good
3700,"Dawson Place, Juliette's Bed and Breakfast",London,"29 Dawson Place, Kensington and Chelsea, London, W2 4TH, United Kingdom",508,8.4,4,Very good
3701,York & Albany,London,"127-129 Parkway, Camden, London, NW1 7PS, United Kingdom",378,8.7,4,Fabulous
3702,ME London by Melia,London,"336-337 Strand, London, Westminster Borough, London, WC2R 1HA, United Kingdom",1541,8.5,3,Very good
3703,The Montcalm At Brewery London City,London,"52 Chiswell Street, City of London, London, EC1Y 4SB, United Kingdom",3888,6.9,4,Pleasant
3704,"Radisson Blu Edwardian Bloomsbury Street Hotel, London",London,"9-13 Bloomsbury Street, Nr Covent Garden, Camden, London, WC1B 3QD, United Kingdom",3904,8.4,4,Very good
3705,The Chilworth London Paddington,London,"55 Westbourne Terrace, Paddington, London, Westminster Borough, London, W2 3UY, United Kingdom",7554,7.6,4,Good
3706,Nobu Hotel London Portman Square,London,"22 Portman Square, Westminster Borough, London, W1H 7BG, United Kingdom",1411,8.6,3,Fabulous
3707,41,London,"41 Buckingham Palace Road, Westminster Borough, London, SW1W 0PS, United Kingdom",988,9.7,3,Exceptional
3708,Milestone Hotel Kensington,London,"1 Kensington Court, Kensington and Chelsea, London, W8 5DL, United Kingdom",779,9.4,3,Superb
3709,Rubens At The Palace,London,"39 Buckingham Palace Road, Westminster Borough, London, SW1W 0PS, United Kingdom",3944,8.6,4,Fabulous
3710,The Chesterfield Mayfair,London,"35 Charles Street, Mayfair, Westminster Borough, London, W1J 5EB, United Kingdom",2918,8.9,5,Fabulous
3711,NYX Hotel London Holborn by Leonardo Hotels,London,"Southampton Row,, Camden, London, WC1B 4AR, United Kingdom",7718,8.4,4,Very good
3712,The Dilly,London,"21 Piccadilly, Westminster Borough, London, W1J 0BH, United Kingdom",2952,8.0,4,Very good
3713,"Inhabit, Southwick Street",London,"25-27 Southwick Street, Westminster Borough, London, W2 1JQ, United Kingdom",5044,8.0,3,Very good
3714,"The Westminster London, Curio Collection by Hilton",London,"30 John Islip St, Westminster Borough, London, SW1P 4DD, United Kingdom",5210,8.3,4,Very good
3715,The Cumberland,London,"1 Great Cumberland Place, Westminster Borough, London, W1H 7DL, United Kingdom",835,8.1,3,Very good
3716,City Lodge Shadwell,London,"125 Cannon Street Road 1-3, Tower Hamlets, London, E1 2LX, United Kingdom",303,6.7,3,Pleasant
3717,The Oval House,London,"Flat 332 Kennington Lane, Lambeth, London, SE11 5HY, United Kingdom",699,7.7,4,Good
3718,Shopping Stop Mayfair Selfridges,London,"North Audley Street, Westminster Borough, London, United Kingdom",18,7.7,5,Good
3719,Best Western Swiss Cottage Hotel,London,"4 Adamson Rd, Swiss Cottage, Camden, London, NW3 3HP, United Kingdom",1940,7.9,3,Good
3720,Grange Clarendon Hotel,London,"34-37 Bedford Place, Bloomsbury, Camden, London, WC1B 5JR, United Kingdom",1826,7.0,4,Good
3721,The OMG penthouse,London,"Courtenay house, 9 New Pk Rd 701, Lambeth, London, SW2 4DP, United Kingdom",3,5.3,4,Passable
3722,Heeton Concept Hotel – Luma Hammersmith,London,"28-36 Glenthorne Road, Hammersmith and Fulham, London, W6 0LS, United Kingdom",2845,7.8,3,Good
3723,Gunmakers,London,"33 Aybrook Street Marylebone, Westminster Borough, London, W1U 4AP, United Kingdom",569,8.5,2,Very good
3724,"The Hoxton, Shepherds Bush",London,"65 Shepherd's Bush Green, Hammersmith and Fulham, London, W12 8TX, United Kingdom",939,8.7,4,Fabulous
3725,Boutique Ensuite Room like hotel,London,"76 Camborne Road, Wandsworth, London, SW18 4BJ, United Kingdom",32,7.2,4,Good
3726,Glendale Hyde Park Hotel,London,"8 Devonshire Terrace, Paddington, Westminster Borough, London, W2 3DN, United Kingdom",929,6.3,4,Pleasant
3727,Studios2Let,London,"36-37 Cartwright Gardens, Camden, London, WC1H 9EH, United Kingdom",8431,7.6,4,Good
3728,The Z Hotel Trafalgar,London,"53 Chandos Place, Westminster Borough, London, WC2N 4HS, United Kingdom",11419,8.4,4,Very good
3729,Leonardo Royal London Tower Bridge,London,"45 Prescot Street, Tower Hamlets, London, E1 8GP, United Kingdom",11813,8.0,4,Very good
3730,The Stratford Hotel London,London,"20 International Way Olympic Park, Newham, London, E20 1FD, United Kingdom",2562,8.6,4,Fabulous
3731,Paddington Apartments,London,"9 Talbot Square, Westminster Borough, London, W2 1TR, United Kingdom",1899,7.5,4,Good
3732,Grand Royale London Hyde Park,London,"1 Inverness Terrace, Westminster Borough, London, W2 3JP, United Kingdom",7100,6.9,3,Pleasant
3733,"Holiday Inn Express Royal Docks, an IHG Hotel",London,"1 Silvertown Way, Canning Town, Newham, London, E16 1EA, United Kingdom",3825,7.7,2,Good
3734,Langdon Park DLR beds to stay,London,"Zetland Street, Tower Hamlets, London, E14 6PR, United Kingdom",151,7.5,2,Good
3735,NOX Waterloo,London,"25 Lower Marsh, Lambeth, London, SE1 7RJ, United Kingdom",7246,8.2,4,Very good
3736,Woodman Pub,London,"222 Durnsford Road, London, SW19 8DR, United Kingdom",90,8.6,3,Fabulous
3737,Angel Townhouse,London,"72 Prebend Street, Islington, London, N1 8PR, United Kingdom",726,8.1,2,Very good
3738,Green Lanes,London,"117 Green Lanes, Hackney, London, N16 9DA, United Kingdom",5,8.6,2,Fabulous
3739,"100 Queen’s Gate Hotel London, Curio Collection by Hilton",London,"100 Queen's Gate, Kensington and Chelsea, London, SW7 5AG, United Kingdom",2867,7.8,4,Good
3740,"Holiday Inn Express London - Wandsworth, an IHG Hotel",London,"Smugglers Way, Wandsworth, London, SW18 1EG, United Kingdom",3331,7.7,4,Good
3741,Bedford Corner Hotel,London,"11-13 Bayley Street, Bedford Square, Camden, London, WC1B 3HD, United Kingdom",2789,7.7,3,Good
3742,Room Home Stay,London,"Widegate Street, City of London, London, E1 7HP, United Kingdom",913,7.6,3,Good
3743,50 percent OFF - Modern Large double-bed room in Zone 2,London,"Roberta Street, Tower Hamlets, London, E2 6AN, United Kingdom",4,8.2,2,Very good
3744,Green Rooms,London,"13-27 Station Road Wood Green, London, N22 6UW, United Kingdom",2152,7.2,4,Good
3745,ibis London City - Shoreditch,London,"5 Commercial Street, Tower Hamlets, London, E1 6BF, United Kingdom",5919,7.9,4,Good
3746,Private Double Room in Stratford,London,"4 Manbey Park Road, Newham, London, E15 1EY, United Kingdom",10,5.8,2,Passable
3747,Fountain Hotel,London,"125 Westgreen Road, London, N15 5DE, United Kingdom",1107,7.2,4,Good
3748,Premium Studio Flat 08 in Central London,London,"88 Walworth Road 8, Southwark, London, SE1 6SW, United Kingdom",0,0.0,4,
3749,Signature Townhouse London Hyde Park,London,"36-37 Lancaster Gate, Westminster Borough, London, W2 3NA, United Kingdom",4637,7.0,4,Good
3750,DoubleTree by Hilton London - Hyde Park,London,"150 Bayswater Road, Kensington and Chelsea, London, W2 4RT, United Kingdom",2271,7.6,4,Good
3751,The Mandeville Hotel,London,"Mandeville Place, Westminster Borough, London, W1U 2BE, United Kingdom",3027,8.1,4,Very good
3752,Hyde Park Radnor Hotel B&B,London,"7-9 Sussex Place, Westminster Borough, London, W2 2SX, United Kingdom",2542,7.8,4,Good
3753,The City of London Club,London,"19 Old Broad Street, City of London, London, EC2N 1DS, United Kingdom",75,9.1,3,Superb
3754,DoubleTree by Hilton London Victoria,London,"2 Bridge Place, Victoria, Westminster Borough, London, SW1V 1QA, United Kingdom",2964,7.7,4,Good
3755,Entire One Double Bedroom apartment,London,"588 Roman Road, Tower Hamlets, London, E3 5ES, United Kingdom",0,0.0,4,
3756,Euro Hotel,London,"31 Shepherds Bush Road, Hammersmith and Fulham, London, W6 7LX, United Kingdom",1129,6.0,4,Pleasant
3757,Britannia International Hotel Canary Wharf,London,"163 Marsh Wall, Docklands,, Tower Hamlets, London, E14 9SJ, United Kingdom",17441,5.7,4,Passable
3758,Hotel 55,London,"Hanger Lane, Ealing, London, W5 3HL, United Kingdom",2762,8.0,4,Very good
3759,Zedwell Piccadilly Circus,London,"Great Windmill Street, Piccadilly Circus, Westminster Borough, London, W1D 7DH, United Kingdom",27930,7.5,4,Good
